language,x1,x2,x3,x4,x5,x6,x7
bugu1245,a,r,u,e,-,-,-
lasu1234,a,r,u,e,-,-,-
sari1249,-,l,u,e,-,-,-
sulu1241,a,l,i,e,-,-,-
sulu1241,-,r,i,e,-,-,-
kojo1234,-,y,u,i,-,-,-
rawa1269,-,l,u,e,-,-,-
bulu1255,a,l,i,i,-,-,-
jeri1243,-,l,-,E,-,-,-
khoi1253,-,l,-,a,-,-,-
rahu1234,-,l,-,E,-,-,-
khoi1252,-,l,-,E,-,-,-
rupa1234,-,l,-,a,p,h,o
sher1261,-,l,-,a,-,-,-
chug1252,-,l,-,o,-,-,y
lish1235,-,l,-,u,-,-,y
dikh1234,-,r,i,i,-,-,-
wang1301,-,r,-,i,-,-,-
sing1271,i,r,-,i,-,-,-
bich1234,-,r,-,i,-,-,-
kasp1234,-,r,-,i,-,-,-
namp1239,-,r,-,i,-,-,-
