language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
bugu1245,-,-,-,-,m,3,r,y,e,7
lasu1234,-,-,-,-,m,3,r,y,e,7
sari1249,-,-,-,-,m,3,r,-,e,7
sulu1241,-,-,-,-,m,u,L,-,i,k
sulu1241,-,-,-,-,m,3,r,-,i,-
kojo1234,-,-,-,-,m,a,-,-,i,-
rawa1269,-,-,-,-,m,a,-,-,i,-
bulu1255,-,-,-,-,S,-,-,-,i,-
jeri1243,-,-,-,-,s,-,-,-,u,-
khoi1253,-,-,-,-,S,-,-,-,u,-
rahu1234,-,-,-,-,s,-,-,-,u,-
khoi1252,-,-,-,-,s,-,-,-,u,-
rupa1234,-,-,-,-,s,-,-,-,u,-
sher1261,-,-,-,-,s,-,-,-,u,-
chug1252,-,-,-,-,S,-,-,-,a,-
lish1235,-,-,-,-,S,-,-,-,a,-
dikh1234,-,3,-,-,S,a,-,-,u,-
dikh1234,-,e,-,-,S,a,-,-,u,-
wang1301,-,e,p,i,y,e,-,-,-,-
sing1271,-,e,p,i,y,e,-,-,-,-
bich1234,-,e,b,i,y,e,-,-,-,-
kasp1234,m,3,-,-,b,-,-,-,i,-
namp1239,-,e,-,-,b,e,-,-,i,-
