language,x1,x2,x3,x4,x5,x6,x7
bugu1245,-,a,-,p,-,o,k
lasu1234,-,a,-,p,-,o,k
sari1249,-,-,-,p,-,o,N
sulu1241,-,a,-,p,a,u,k
sulu1241,-,-,-,p,-,o,k
kojo1234,-,a,-,p,-,u,N
rawa1269,-,-,-,p,-,o,N
jeri1243,n,3,-,p,h,u,N
khoi1253,n,3,-,p,h,u,N
rahu1234,m,a,-,p,h,u,N
khoi1252,n,3,-,p,h,u,N
rupa1234,n,3,-,p,h,u,N
sher1261,n,3,-,p,h,u,N
chug1252,h,E,m,p,h,o,N
lish1235,h,E,m,p,h,o,N
dikh1234,-,3,-,p,h,u,N
wang1301,-,e,-,p,h,u,N
sing1271,-,e,-,p,h,u,N
bich1234,-,e,-,p,h,u,N
kasp1234,-,e,-,p,h,u,N
namp1239,-,e,-,p,h,u,N
