language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
bugu1245,-,-,-,-,a,-,-,p,y,i,7,-,-
lasu1234,-,-,-,-,a,-,-,p,y,i,7,-,-
sari1249,-,-,-,-,a,-,-,p,-,i,7,-,-
sulu1241,-,-,-,-,a,-,-,p,-,i,e,-,-
sulu1241,-,-,-,-,a,-,-,p,-,i,e,-,-
kojo1234,-,-,-,-,a,-,-,p,-,i,n,-,-
rawa1269,-,-,-,-,a,-,-,p,y,e,t,-,-
jeri1243,-,-,-,s,E,-,-,-,-,i,-,-,-
jeri1243,-,-,-,s,E,-,-,-,-,y,-,-,-
khoi1253,d,3,t,S,E,-,-,-,-,-,-,-,-
rahu1234,-,-,-,-,a,t,S,h,-,i,-,-,-
khoi1252,-,-,-,s,3,-,-,s,-,i,-,-,-
rupa1234,-,-,-,-,a,t,s,h,-,E,-,-,-
sher1261,-,-,-,-,a,t,S,h,-,i,-,-,-
chug1252,-,-,-,S,a,-,t,-,-,a,N,k,u
lish1235,-,-,-,S,a,p,S,-,-,i,n,-,-
dikh1234,-,-,-,-,3,-,-,p,h,i,n,-,-
