language,x1,x2,x3,x4,x5,x6,x7,x8
bugu1245,-,-,l,y,-,-,E,-
lasu1234,-,-,l,y,-,-,E,-
sari1249,-,-,l,-,-,-,E,-
sulu1241,-,-,l,i,-,-,a,n
sulu1241,-,-,l,i,-,-,E,-
kojo1234,-,-,-,y,-,-,e,i
rawa1269,-,-,l,y,-,-,E,i
bulu1255,-,-,l,y,-,-,E,-
jeri1243,a,p,h,i,N,-,-,-
khoi1253,a,p,h,i,N,-,-,-
rahu1234,a,p,h,i,N,-,-,-
khoi1252,a,p,h,i,N,-,-,-
rupa1234,-,p,h,i,N,b,a,-
sher1261,-,p,h,i,N,b,a,-
chug1252,-,p,S,i,N,b,a,-
lish1235,-,p,S,i,N,b,a,-
dikh1234,3,-,l,i,y,-,e,-
wang1301,e,-,l,i,y,-,a,-
sing1271,-,-,l,i,y,-,a,-
bich1234,-,-,l,e,-,-,e,-
kasp1234,-,-,l,e,-,-,e,-
namp1239,e,-,l,e,-,-,e,-
