language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
bugu1245,-,k,3,-,-,t,-,u,-,N,-,-,-,-
lasu1234,-,k,3,-,-,t,y,u,-,N,-,-,-,-
sari1249,-,k,3,-,-,t,y,u,-,N,-,-,-,-
sulu1241,-,k,u,-,-,t,-,o,-,N,-,-,-,-
sulu1241,-,k,3,-,-,t,-,u,o,N,-,-,-,-
kojo1234,-,-,-,-,-,t,-,u,-,N,r,-,i,n
rawa1269,-,-,-,-,-,t,-,o,-,-,r,-,3,n
khoi1253,-,n,3,-,-,t,-,u,-,x,-,-,i,-
rahu1234,p,h,-,-,-,t,h,u,-,N,-,-,-,-
khoi1252,-,n,3,-,-,t,h,u,-,N,-,-,-,-
rupa1234,-,-,-,-,-,t,h,u,-,N,t,s,E,-
sher1261,-,-,-,-,-,t,-,a,-,k,r,-,a,-
chug1252,-,h,E,-,n,t,h,o,-,N,-,-,-,-
lish1235,-,h,E,-,n,t,h,o,-,N,-,-,-,-
dikh1234,-,r,a,g,u,N,y,u,N,a,-,-,-,-
wang1301,-,y,a,-,-,-,p,u,-,-,-,-,-,-
sing1271,-,-,e,-,-,-,y,u,-,a,-,-,-,-
bich1234,-,-,e,-,-,-,y,u,-,a,-,-,-,-
kasp1234,-,-,-,-,-,-,y,u,-,a,-,-,-,-
namp1239,-,-,-,-,-,-,y,u,-,a,-,-,-,-
