language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
bugu1245,-,g,e,-,-,i,-,-,s,-,i,-,-,7
lasu1234,-,g,e,-,-,i,-,-,s,-,i,-,-,7
sari1249,-,g,e,-,-,i,-,-,s,-,i,-,-,N
sulu1241,-,g,-,-,-,i,-,t,S,-,i,-,-,t
sulu1241,-,g,-,-,-,e,-,t,S,-,i,-,-,t
kojo1234,-,g,e,-,-,i,-,-,S,-,i,-,-,n
rawa1269,-,g,-,-,-,3,-,-,s,-,i,-,-,n
bulu1255,a,g,e,7,g,3,-,-,s,-,3,-,-,n
jeri1243,-,-,-,-,-,i,k,t,S,h,i,-,-,N
khoi1253,-,-,-,-,-,i,k,t,s,-,i,-,-,N
rahu1234,-,-,-,-,-,i,k,t,S,-,i,-,-,N
khoi1252,-,-,-,-,-,i,k,t,s,-,i,-,-,N
rupa1234,-,-,-,-,-,i,k,t,s,-,i,-,-,N
sher1261,-,-,-,-,-,i,k,t,S,-,i,-,-,N
chug1252,-,h,-,-,-,u,t,t,s,-,u,-,-,n
lish1235,-,h,-,-,-,u,t,t,s,-,i,-,-,n
dikh1234,-,b,-,-,-,3,-,-,s,-,E,-,-,n
wang1301,-,p,-,-,-,3,-,t,S,-,i,y,a,t
sing1271,-,b,-,-,-,3,-,-,s,-,e,-,-,n
bich1234,-,b,-,-,-,3,-,-,s,-,e,-,-,n
kasp1234,-,p,3,-,-,3,-,-,s,-,e,-,-,n
namp1239,-,p,-,-,-,3,-,-,S,-,e,-,-,n
