language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
bugu1245,-,-,k,-,u,-,-,i,7,-,-,-
lasu1234,-,-,k,-,u,-,-,i,7,-,-,-
sari1249,-,-,k,-,u,-,-,i,7,-,-,-
sulu1241,m,u,k,-,u,-,-,-,i,-,-,-
sulu1241,-,a,k,-,u,-,-,-,t,-,-,-
kojo1234,-,a,k,-,u,-,-,-,n,-,-,-
rawa1269,-,-,k,-,o,-,-,-,t,-,-,-
jeri1243,-,-,k,-,h,t,h,i,N,l,E,-
khoi1253,-,-,g,-,a,t,h,i,N,-,-,-
rahu1234,-,-,k,-,h,t,h,i,N,-,-,-
khoi1252,-,-,k,-,h,t,h,i,N,-,-,-
rupa1234,-,-,g,-,3,t,h,i,N,-,-,-
sher1261,-,-,k,h,3,t,h,u,N,l,a,p
chug1252,-,-,k,h,u,t,h,u,N,-,-,-
lish1235,-,-,k,h,u,t,h,u,N,-,-,-
dikh1234,-,-,k,h,o,-,-,-,-,-,-,-
wang1301,-,-,k,h,o,-,-,-,-,-,-,-
sing1271,-,-,k,h,o,-,-,-,-,-,-,-
bich1234,-,-,k,h,o,-,-,-,-,-,-,-
kasp1234,-,-,k,h,o,-,-,-,-,-,-,-
namp1239,-,-,k,h,o,-,-,-,-,-,-,-
