language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
bugu1245,-,-,a,m,-,p,r,u,-,-
lasu1234,-,-,a,m,-,p,y,u,-,-
sari1249,-,h,a,7,-,p,r,o,-,-
sulu1241,-,-,a,N,-,p,r,u,-,-
sulu1241,-,-,a,N,-,p,r,u,-,-
kojo1234,-,h,a,m,-,p,r,o,-,-
rawa1269,-,h,a,m,-,p,r,o,-,-
bulu1255,-,h,a,m,-,p,-,i,-,-
jeri1243,-,n,3,t,S,h,-,u,-,-
khoi1253,-,n,a,t,s,h,-,u,-,-
rahu1234,p,h,-,t,S,h,-,u,-,-
khoi1252,-,n,3,t,S,h,-,u,-,-
rupa1234,-,n,3,t,s,h,-,u,-,-
sher1261,-,5,i,-,-,m,-,i,-,-
chug1252,-,n,a,-,-,m,-,u,-,-
lish1235,-,n,a,-,-,m,-,u,-,-
dikh1234,-,h,a,-,-,p,h,i,-,E
wang1301,-,h,a,-,-,p,h,i,y,e
sing1271,-,h,a,-,-,p,h,i,y,e
bich1234,-,h,a,-,-,p,h,i,y,e
kasp1234,-,h,a,-,-,p,h,i,y,e
namp1239,-,h,a,-,-,p,h,i,y,e
