language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
bugu1245,-,-,-,k,-,a,-,t,-,-,-,3,-
lasu1234,-,-,-,k,-,a,-,t,-,-,-,3,-
sari1249,-,-,-,k,-,a,-,t,3,-,s,3,-
sulu1241,-,-,-,k,-,3,-,t,-,-,-,u,-
sulu1241,-,-,-,k,-,3,-,t,-,-,-,u,-
kojo1234,-,-,-,k,-,a,-,d,3,u,s,3,-
rawa1269,-,-,-,-,-,-,-,t,o,N,s,3,u
bulu1255,-,-,-,s,-,3,-,t,-,-,-,3,-
jeri1243,-,-,-,s,-,-,-,t,-,-,-,i,-
khoi1253,-,-,-,S,-,-,-,t,-,-,-,i,-
rahu1234,-,-,-,s,-,i,n,t,-,-,-,i,-
khoi1252,-,-,-,s,-,i,N,t,-,-,-,i,-
rupa1234,-,-,-,s,-,-,-,t,-,-,-,i,-
sher1261,-,-,-,s,-,i,n,t,-,-,-,i,-
chug1252,-,m,u,k,p,a,-,-,-,-,-,-,-
lish1235,-,-,-,t,-,o,N,t,-,-,-,i,-
dikh1234,-,s,3,k,h,a,-,m,a,-,-,u,-
wang1301,-,s,-,k,-,3,-,m,o,-,-,o,-
sing1271,-,s,-,k,-,3,-,m,o,-,-,o,-
bich1234,t,S,a,k,-,a,-,m,-,-,-,a,N
kasp1234,t,S,a,k,-,a,-,m,-,-,-,a,N
namp1239,t,S,a,k,-,a,-,m,-,-,-,a,N
