language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
gard1241,-,-,-,-,-,t,y,3,-,r,a
fass1244,-,-,-,-,-,t,-,e,-,r,a
friu1240,-,-,-,-,-,t,y,E,-,r,e
piem1238,-,-,-,-,-,t,-,E,-,r,a
piem1238,-,-,-,-,-,t,-,E,-,r,a
piem1238,-,-,-,-,-,t,-,E,-,r,a
piem1238,-,-,-,-,-,t,-,E,-,r,a
roma1328,-,-,-,-,-,t,-,E,a,r,a
emil1241,-,-,-,-,-,t,-,E,-,r,a
emil1241,-,-,-,-,-,t,-,E,-,r,a
emil1241,-,-,-,-,-,t,-,E,-,r,a
vene1258,-,-,-,-,-,t,-,E,-,r,a
vene1258,-,-,-,-,-,t,-,E,-,r,a
vene1258,-,-,-,-,-,t,-,E,-,r,a
ital1282,-,-,-,-,-,t,-,E,-,r,a
ital1282,-,-,-,-,-,t,-,E,-,r,a
ligu1248,-,-,-,-,-,t,-,E,-,r,a
ligu1248,-,-,-,-,-,t,-,E,-,r,a
geno1240,-,-,-,-,-,t,-,E,-,r,a
sici1248,-,-,-,-,-,t,-,E,-,Z,a
sici1248,-,-,-,-,-,t,-,E,-,r,a
sici1248,-,-,-,-,-,t,y,E,-,Z,a
mess1247,-,-,-,-,-,t,-,E,-,r,a
neap1235,-,-,-,-,-,t,-,E,-,r,3
stan1289,-,-,-,-,-,t,-,E,-,r,a
stan1289,-,-,-,-,-,t,-,E,-,r,a
stan1289,-,-,-,-,-,t,-,E,-,r,a
stan1289,-,-,-,-,-,t,-,E,-,r,3
stan1289,-,-,-,-,-,t,-,E,-,r,E
stan1289,-,-,-,-,-,t,-,E,-,r,3
cast1244,-,-,-,-,-,t,y,e,-,r,a
ruma1247,-,-,-,-,-,t,-,E,-,r,3
surs1244,-,-,-,-,-,t,y,a,-,r,3
lowe1386,-,-,-,-,-,t,-,E,-,r,3
surm1243,-,-,-,-,-,t,-,e,-,r,3
prov1235,-,-,-,-,-,t,-,E,-,X,o
dalm1243,-,-,-,-,-,t,-,a,-,r,a
barb1262,-,-,-,-,-,t,-,e,-,r,a
camp1261,-,-,-,-,-,t,-,E,-,r,a
megl1237,-,-,-,-,-,t,s,a,-,r,3
arom1237,-,-,-,-,-,t,s,a,-,r,3
roma1327,p,3,m,3,n,t,-,-,-,-,-
istr1245,p,e,m,i,n,t,-,-,-,-,-
