language,x1,x2,x3,x4,x5,x6
piem1238,k,u,-,-,-,a
piem1238,k,u,-,-,-,a
piem1238,k,u,-,-,-,a
piem1238,k,u,-,-,-,a
roma1328,k,o,-,w,d,a
emil1241,k,o,-,-,v,a
emil1241,k,o,-,-,v,a
emil1241,k,o,-,-,-,a
vene1258,k,o,-,-,8,a
vene1258,k,o,-,-,-,a
vene1258,k,o,-,-,-,a
ital1282,k,o,-,-,d,a
ital1282,k,o,-,-,d,a
ligu1248,k,u,-,-,-,a
ligu1248,k,u,-,-,-,a
neap1235,k,o,-,-,r,3
sici1248,k,u,-,-,r,a
sici1248,k,u,-,-,d,a
sici1248,k,u,-,-,r,a
friu1240,k,o,-,-,d,e
stan1289,k,u,-,-,-,a
stan1289,k,u,-,-,-,a
stan1289,k,u,-,-,-,a
stan1289,k,o,-,-,-,3
stan1289,k,u,-,-,-,E
stan1289,k,u,-,-,-,3
camp1261,k,o,-,-,-,a
megl1237,k,o,-,a,d,3
arom1237,k,o,-,a,d,3
roma1327,k,o,v,a,d,3
istr1245,k,o,-,-,d,E
