language,x1,x2,x3,x4,x5,x6,x7
piem1238,-,k,-,u,l,l,a
piem1238,-,k,-,u,l,-,-
piem1238,-,k,-,u,l,-,-
piem1238,-,t,S,3,l,-,-
roma1328,-,k,w,E,l,-,-
emil1241,-,k,-,o,l,-,-
emil1241,-,k,w,E,l,-,-
emil1241,-,k,w,e,l,-,-
vene1258,-,k,w,e,l,-,-
vene1258,-,k,w,e,l,-,-
vene1258,-,k,w,E,o,-,-
ital1282,-,k,w,e,l,-,o
ital1282,-,k,w,e,l,-,o
ligu1248,-,k,w,E,l,-,u
ligu1248,-,k,w,E,l,-,u
neap1235,-,k,-,i,l,-,3
sici1248,-,k,-,i,d,-,u
sici1248,-,k,-,i,d,-,u
sici1248,-,k,-,i,d,-,u
friu1240,-,k,-,E,l,-,-
stan1289,-,-,-,e,y,S,e
stan1289,-,-,-,e,y,S,e
stan1289,a,k,-,e,y,S,-
stan1289,a,k,-,e,L,-,-
stan1289,a,k,-,e,L,-,-
stan1289,a,k,-,e,L,-,-
stan1289,3,k,-,E,y,-,-
stan1289,a,k,-,e,L,-,-
stan1289,3,k,-,E,L,-,-
camp1261,-,k,-,u,s,-,u
camp1261,-,k,-,u,d,-,u
megl1237,-,t,s,e,l,-,a
arom1237,a,t,s,e,l,-,u
roma1327,a,t,S,e,l,-,-
istr1245,a,t,S,e,l,-,a
