language,x1,x2,x3,x4,x5
gard1241,w,e,-,f,-
fass1244,-,e,-,f,-
friu1240,-,u,-,f,-
piem1238,-,E,-,f,-
piem1238,-,E,-,w,-
piem1238,-,E,-,v,-
piem1238,-,E,-,v,-
roma1328,-,o,a,v,-
emil1241,-,o,-,v,-
emil1241,-,o,-,v,-
emil1241,-,o,-,v,-
vene1258,-,o,-,v,o
vene1258,-,o,-,w,-
vene1258,v,o,-,v,o
ital1282,-,o,-,v,o
ital1282,w,o,-,v,o
ligu1248,-,E,-,v,u
ligu1248,-,E,-,v,u
geno1240,-,E,-,v,u
sici1248,w,o,-,v,u
sici1248,-,o,-,v,u
sici1248,w,o,-,v,u
mess1247,-,o,-,v,u
neap1235,w,o,-,v,3
stan1289,-,o,-,w,-
stan1289,-,o,-,w,-
stan1289,-,o,-,w,-
stan1289,-,o,-,w,-
stan1289,-,o,-,w,-
stan1289,-,o,-,w,-
cast1244,w,e,-,b,o
ruma1247,-,o,-,f,-
surs1244,y,e,-,f,-
lowe1386,-,E,-,f,-
surm1243,-,o,-,f,-
prov1235,y,o,-,w,-
dalm1243,y,u,-,v,-
barb1262,-,o,-,v,u
camp1261,-,o,-,w,-
megl1237,w,o,-,w,-
arom1237,-,o,-,w,-
roma1327,-,o,-,w,-
istr1245,-,o,-,v,-
