language,x1,x2,x3,x4,x5,x6,x7,x8
piem1238,k,-,o,-,r,-,n,u
piem1238,k,-,o,-,r,-,n,-
piem1238,k,-,o,-,r,-,n,-
piem1238,k,-,o,-,r,-,n,-
roma1328,k,-,o,a,r,a,n,-
emil1241,k,-,o,-,r,e,n,-
emil1241,k,-,o,-,r,e,n,-
emil1241,k,-,o,-,r,a,n,-
vene1258,k,-,o,-,r,-,n,o
vene1258,k,-,o,-,r,-,n,o
vene1258,k,-,o,-,r,-,n,o
ital1282,k,-,o,-,r,-,n,o
ital1282,k,-,o,-,r,-,n,o
ligu1248,k,-,o,-,r,-,n,u
ligu1248,k,-,o,-,r,-,n,u
neap1235,k,-,o,-,r,-,n,3
sici1248,k,w,o,-,r,-,n,u
sici1248,k,-,o,-,r,-,n,u
sici1248,k,w,o,-,r,-,n,u
friu1240,k,w,a,-,r,-,-,-
stan1289,b,-,a,-,-,-,5,a
stan1289,b,-,a,-,-,-,5,a
stan1289,b,-,a,-,-,-,5,a
stan1289,b,-,a,-,-,-,5,3
stan1289,b,-,a,-,-,-,5,E
stan1289,b,-,a,-,-,-,5,3
camp1261,k,-,o,-,r,-,-,u
megl1237,k,-,o,-,r,-,n,-
arom1237,k,-,o,-,r,-,n,u
roma1327,k,-,o,-,r,-,n,-
istr1245,k,-,o,-,r,-,n,-
