language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
gard1241,f,-,r,-,3,y,t,-,-,-
fass1244,f,-,r,-,e,y,t,-,-,-
friu1240,f,-,r,-,e,-,t,-,-,-
piem1238,f,-,r,-,E,-,t,-,-,S
piem1238,f,-,r,-,E,y,d,-,-,-
piem1238,f,-,r,-,E,y,d,-,-,-
piem1238,f,-,r,-,E,y,d,-,-,-
roma1328,-,-,d,Z,a,-,t,s,e,a
emil1241,f,-,r,-,E,-,d,-,-,-
emil1241,f,-,r,-,E,-,d,-,-,-
emil1241,f,-,r,-,e,-,d,-,-,-
vene1258,f,-,r,-,e,-,t,-,-,-
vene1258,f,-,r,-,e,-,t,-,-,-
vene1258,f,-,r,-,e,-,d,-,-,o
ital1282,-,-,d,y,a,-,t,S,-,o
ital1282,f,-,r,-,e,-,d,-,-,o
ligu1248,f,-,r,-,e,-,d,Z,-,u
ligu1248,f,-,r,-,e,y,d,-,-,u
geno1240,f,-,r,-,e,y,d,-,-,u
sici1248,f,-,r,-,i,-,d,-,-,u
sici1248,f,-,r,-,i,-,d,-,-,u
sici1248,f,-,r,-,i,-,d,-,-,u
mess1247,f,-,r,-,i,-,d,-,-,u
neap1235,f,-,r,-,i,-,d,-,-,3
stan1289,f,-,r,-,e,-,t,-,-,-
stan1289,f,-,r,-,e,-,t,-,-,-
stan1289,f,-,r,-,e,-,t,-,-,-
stan1289,f,-,r,-,E,-,t,-,-,-
stan1289,f,-,r,-,e,-,t,-,-,-
stan1289,f,-,r,-,E,-,t,-,-,-
cast1244,f,-,r,i,o,-,-,-,-,-
ruma1247,f,-,r,-,a,y,t,-,-,-
surs1244,f,-,r,-,E,y,t,-,-,-
lowe1386,f,-,r,-,a,y,t,-,-,-
surm1243,f,-,r,-,E,y,t,-,-,-
prov1235,f,-,r,-,e,-,-,-,-,-
dalm1243,g,e,l,w,a,-,t,-,-,-
barb1262,f,-,r,-,i,-,t,-,-,u
camp1261,f,-,r,-,i,-,8,-,-,u
megl1237,-,-,r,-,a,-,t,s,-,i
arom1237,a,-,r,-,a,-,t,s,-,e
roma1327,-,-,r,-,e,-,t,S,-,e
istr1245,-,-,r,-,o,-,t,S,-,e
