language,x1,x2,x3,x4,x5,x6
piem1238,n,-,E,-,f,-
piem1238,n,-,E,-,w,-
piem1238,n,-,E,-,v,-
piem1238,n,-,E,-,v,-
roma1328,n,-,o,a,v,-
emil1241,n,-,o,-,v,-
emil1241,n,-,o,-,v,-
emil1241,n,-,o,-,v,-
vene1258,n,-,o,-,v,o
vene1258,n,-,o,-,w,-
vene1258,n,-,o,-,v,o
ital1282,n,-,o,-,v,o
ital1282,n,w,o,-,v,o
ligu1248,n,-,E,-,v,u
ligu1248,n,-,E,-,v,u
neap1235,n,w,o,-,v,3
sici1248,n,-,o,-,v,u
sici1248,n,-,o,-,v,u
sici1248,n,w,o,-,v,u
friu1240,5,-,u,-,f,-
stan1289,n,-,o,-,w,-
stan1289,n,-,o,-,w,-
stan1289,n,-,o,-,w,-
stan1289,n,-,o,-,w,-
stan1289,n,-,o,-,w,-
stan1289,n,-,o,-,w,-
camp1261,n,-,o,-,w,-
megl1237,n,-,o,-,w,-
arom1237,n,-,o,-,w,-
roma1327,n,-,o,-,w,-
istr1245,n,-,o,-,v,-
