language,x1,x2,x3,x4,x5,x6
piem1238,k,-,-,i,-,-
piem1238,k,-,-,i,-,-
piem1238,k,-,-,i,-,-
piem1238,k,-,-,i,-,-
roma1328,k,-,-,i,-,-
emil1241,k,-,-,i,-,-
emil1241,k,-,-,i,-,-
emil1241,k,-,-,i,-,-
vene1258,k,-,-,i,-,-
vene1258,k,-,-,i,-,-
vene1258,k,-,-,i,-,-
ital1282,k,-,-,i,-,-
ital1282,k,-,-,i,-,-
ligu1248,k,-,-,i,-,-
ligu1248,k,-,-,i,-,-
neap1235,k,-,-,i,-,-
sici1248,k,u,-,i,-,-
sici1248,k,u,-,i,-,-
sici1248,k,-,-,u,-,-
friu1240,k,-,-,u,y,-
stan1289,k,-,-,i,-,-
stan1289,k,-,-,i,-,-
stan1289,k,-,-,i,-,-
stan1289,k,-,-,i,-,-
stan1289,k,-,-,i,-,-
stan1289,k,-,-,i,-,-
camp1261,k,i,n,i,-,-
megl1237,k,a,r,i,-,-
arom1237,k,a,r,e,-,-
roma1327,t,-,S,i,n,e
istr1245,t,-,S,i,r,e
