language,x1,x2,x3,x4,x5,x6,x7,x8
piem1238,-,k,-,E,r,t,-,-
piem1238,-,k,-,i,r,t,-,-
piem1238,-,k,-,i,r,t,-,-
piem1238,-,k,-,i,r,t,-,-
roma1328,-,k,-,u,r,t,-,-
emil1241,-,k,-,u,r,t,-,-
emil1241,-,k,-,u,r,t,-,-
emil1241,-,k,-,u,r,t,-,-
vene1258,-,k,-,u,r,t,-,-
vene1258,-,k,-,u,r,t,-,-
vene1258,-,k,-,u,r,t,-,o
ital1282,-,k,-,o,r,t,-,o
ital1282,-,k,-,o,r,t,-,o
ligu1248,-,k,-,i,r,t,-,u
ligu1248,-,k,-,i,r,t,-,u
neap1235,-,k,-,u,r,t,-,3
sici1248,-,k,-,u,r,t,-,u
sici1248,-,k,-,u,r,t,-,u
sici1248,-,k,-,u,r,t,-,u
friu1240,-,k,-,u,r,t,-,-
stan1289,-,k,-,u,r,t,-,-
stan1289,-,k,-,u,r,t,-,-
stan1289,-,k,-,u,r,t,-,-
stan1289,-,k,-,u,r,t,-,-
stan1289,-,k,-,u,r,t,-,-
stan1289,-,k,-,u,r,t,-,-
camp1261,-,k,r,u,-,t,s,u
megl1237,-,k,-,u,-,s,-,-
arom1237,s,k,-,u,r,t,-,u
roma1327,s,k,-,u,r,t,-,-
istr1245,s,k,-,u,r,t,-,-
