language,x1,x2,x3,x4
gard1241,t,u,-,-
fass1244,t,u,-,-
friu1240,t,u,-,-
piem1238,t,i,-,-
piem1238,t,i,-,-
piem1238,t,i,-,-
piem1238,t,i,-,-
roma1328,t,e,-,-
emil1241,t,e,-,-
emil1241,t,E,-,-
emil1241,t,i,-,-
vene1258,t,i,-,-
vene1258,t,i,-,-
vene1258,t,i,-,-
ital1282,t,e,-,-
ital1282,t,u,-,-
ligu1248,t,i,-,-
ligu1248,t,i,-,-
geno1240,t,i,-,-
sici1248,t,u,-,-
sici1248,t,u,-,-
sici1248,t,u,-,-
mess1247,t,u,-,-
neap1235,t,u,-,-
stan1289,t,u,-,-
stan1289,t,u,-,-
stan1289,t,u,-,-
stan1289,t,u,-,-
stan1289,t,u,-,-
stan1289,t,u,-,-
cast1244,t,u,-,-
ruma1247,t,i,-,-
surs1244,t,i,-,-
lowe1386,t,i,-,-
surm1243,t,e,-,-
prov1235,t,i,-,-
dalm1243,t,u,-,-
barb1262,t,u,-,e
camp1261,t,u,-,y
megl1237,t,u,-,-
arom1237,t,i,n,e
roma1327,t,u,-,-
istr1245,t,u,-,-
