language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
piem1238,f,-,-,i,-,d,i,k,-,-
piem1238,f,-,-,i,-,d,i,k,-,-
piem1238,f,-,-,i,-,d,i,k,-,-
piem1238,f,-,-,i,-,d,i,k,-,-
roma1328,f,-,-,e,-,g,a,t,-,-
emil1241,f,e,d,e,-,g,-,-,-,-
emil1241,f,e,d,e,-,g,-,-,-,-
emil1241,f,-,-,E,-,g,a,t,-,-
vene1258,f,-,-,e,-,g,a,t,o,-
vene1258,f,-,-,E,-,g,a,t,o,-
vene1258,f,-,-,i,-,g,a,-,-,-
ital1282,f,-,-,e,-,g,a,t,o,-
ital1282,f,-,-,e,-,g,a,t,o,-
ligu1248,f,-,-,e,-,g,a,t,u,-
ligu1248,f,-,-,i,-,g,E,t,u,-
neap1235,f,-,-,E,-,x,a,t,3,-
sici1248,f,-,-,i,-,k,i,t,u,-
sici1248,f,-,-,i,-,k,a,t,u,-
sici1248,f,-,-,i,-,k,a,t,u,-
friu1240,f,-,-,i,-,-,a,t,-,-
stan1289,f,-,-,e,t,S,e,-,-,-
stan1289,f,-,-,e,t,S,e,-,-,-
stan1289,f,-,-,e,d,Z,e,-,-,-
stan1289,f,-,-,e,d,Z,3,-,-,-
stan1289,f,-,-,e,d,Z,e,-,-,-
stan1289,f,-,-,e,d,Z,3,-,-,-
camp1261,f,-,-,i,-,g,a,-,w,-
megl1237,d,-,-,-,-,r,-,-,o,p
arom1237,t,-,S,i,-,k,a,t,u,-
roma1327,f,-,-,i,-,k,a,t,-,-
istr1245,f,-,-,i,-,k,o,t,s,-
