language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
gard1241,-,-,-,-,-,-,t,u,r,o,n,t,-
fass1244,-,-,-,-,-,-,t,o,r,o,n,-,-
friu1240,-,-,-,-,-,-,t,a,r,o,n,t,-
piem1238,-,-,r,-,-,u,t,-,-,o,N,t,-
piem1238,-,-,r,-,-,u,t,-,-,u,N,d,-
piem1238,-,-,r,-,-,u,t,-,-,u,N,d,-
piem1238,-,-,r,-,-,u,t,-,-,u,N,d,-
roma1328,-,-,-,-,-,-,t,-,-,o,n,d,-
emil1241,-,a,r,-,-,-,d,-,-,o,n,d,-
emil1241,-,-,r,-,-,o,t,-,-,o,n,d,-
emil1241,-,-,-,-,-,-,t,-,-,o,n,d,-
vene1258,-,-,-,-,-,-,t,-,-,o,N,d,o
vene1258,-,-,-,-,-,-,t,-,-,o,N,d,o
vene1258,-,-,-,-,-,-,t,-,-,o,N,d,o
ital1282,-,-,-,-,-,-,t,-,-,o,n,d,o
ital1282,-,-,r,-,-,o,t,-,-,o,n,d,o
ligu1248,-,-,r,-,-,-,y,-,-,u,N,d,u
ligu1248,-,-,r,-,-,-,y,-,-,u,N,d,u
geno1240,-,-,r,-,-,-,y,-,-,u,N,d,u
sici1248,-,-,-,-,-,-,t,-,-,u,n,u,-
sici1248,-,-,-,-,-,-,t,-,-,u,n,u,-
sici1248,-,-,-,-,-,-,t,-,-,u,n,u,-
mess1247,-,-,-,-,-,-,t,-,-,u,n,u,-
neap1235,-,-,-,-,-,-,t,-,-,u,n,3,-
stan1289,-,-,r,-,-,e,8,-,-,o,-,-,-
stan1289,-,-,r,-,-,e,8,-,-,o,-,-,-
stan1289,-,-,r,-,-,e,8,-,-,o,-,-,-
stan1289,-,-,r,-,-,3,8,-,-,o,-,-,-
stan1289,-,-,r,-,-,o,8,-,-,o,-,-,-
stan1289,-,-,r,-,-,u,8,-,-,o,-,-,-
cast1244,-,-,r,-,-,e,8,-,-,o,n,8,o
ruma1247,-,-,r,-,-,3,d,-,-,u,n,t,-
surs1244,-,-,r,-,-,3,d,-,-,u,n,t,-
lowe1386,-,-,r,-,-,3,d,-,w,o,n,t,-
surm1243,-,-,r,-,-,3,d,-,-,o,n,t,-
prov1235,-,-,X,-,-,e,d,-,-,u,N,-,-
barb1262,-,-,-,-,-,-,t,-,-,u,n,d,u
camp1261,-,-,-,-,-,-,t,-,-,u,n,d,u
megl1237,g,u,r,-,g,u,L,-,-,a,-,t,-
arom1237,-,a,r,u,k,u,t,-,-,o,-,s,u
arom1237,g,u,r,-,g,u,L,e,-,a,-,t,u
roma1327,-,-,r,-,-,o,t,-,-,u,n,d,-
istr1245,-,-,-,-,-,-,t,-,-,o,n,d,-
