language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
piem1238,-,-,-,k,-,E,-,r,-,-,-
piem1238,-,-,-,k,-,E,-,r,-,-,-
piem1238,-,-,-,k,-,E,-,r,-,-,-
piem1238,-,-,-,k,-,E,-,r,-,-,-
roma1328,-,-,-,k,-,o,a,r,-,-,-
emil1241,-,-,-,k,-,o,-,r,-,-,-
emil1241,-,-,-,k,-,o,-,r,-,-,-
emil1241,-,-,-,k,-,o,-,r,-,-,-
vene1258,-,-,-,k,-,o,-,r,-,-,-
vene1258,-,-,-,k,-,o,-,r,-,-,-
vene1258,-,-,-,k,w,o,-,r,-,-,-
ital1282,-,-,-,k,-,o,-,r,e,-,-
ital1282,-,-,-,k,w,o,-,r,e,-,-
ligu1248,-,-,-,k,-,E,-,-,-,-,-
ligu1248,-,-,-,k,-,E,-,-,-,-,-
neap1235,-,-,-,k,-,o,-,r,3,-,-
sici1248,-,-,-,k,-,o,-,r,i,-,-
sici1248,-,-,-,k,-,o,-,r,i,-,-
sici1248,-,-,-,k,w,o,-,r,i,-,-
friu1240,-,-,-,k,-,u,-,r,-,-,-
stan1289,-,-,-,k,-,o,-,r,-,-,-
stan1289,-,-,-,k,-,o,-,r,-,-,-
stan1289,-,-,-,k,-,o,-,r,-,-,-
stan1289,-,-,-,k,-,o,-,-,-,-,-
stan1289,-,-,-,k,-,o,-,r,-,-,-
stan1289,-,-,-,k,-,o,-,r,-,-,-
camp1261,-,-,-,k,-,o,-,r,u,-,-
megl1237,-,-,-,b,-,u,-,r,i,k,-
arom1237,i,n,i,m,-,3,-,-,-,-,-
roma1327,i,n,i,m,-,3,-,-,-,-,-
istr1245,-,-,-,y,-,i,-,r,i,m,E
