language,x1,x2,x3,x4,x5,x6,x7,x8
piem1238,-,s,E,-,k,-,-,-
piem1238,-,s,E,-,k,-,-,-
piem1238,-,s,E,-,k,-,-,-
piem1238,-,s,E,-,k,-,-,-
piem1238,-,s,i,y,t,-,-,-
roma1328,-,s,E,-,k,-,-,-
roma1328,a,s,o,-,t,-,-,-
emil1241,-,s,E,-,k,-,-,-
emil1241,-,s,o,-,t,-,-,-
emil1241,-,s,u,-,t,-,-,-
emil1241,-,s,u,-,t,-,-,-
vene1258,-,s,e,-,k,-,-,-
vene1258,-,s,u,-,t,-,-,-
vene1258,-,s,e,-,k,o,-,-
ital1282,-,s,e,-,k,o,-,-
ital1282,-,s,e,-,k,o,-,-
ligu1248,-,s,e,-,k,u,-,-
ligu1248,-,s,e,-,k,u,-,-
neap1235,-,s,i,-,k,3,-,-
sici1248,-,s,i,-,k,u,-,-
sici1248,-,s,i,-,k,u,-,-
sici1248,-,s,i,-,k,u,-,-
friu1240,-,s,u,-,t,-,-,-
stan1289,-,s,e,-,k,-,-,-
stan1289,-,s,e,-,k,-,-,-
stan1289,-,s,e,-,k,-,-,-
stan1289,-,s,E,-,k,-,-,-
stan1289,-,s,e,-,k,-,-,-
stan1289,-,s,E,-,k,-,-,-
camp1261,-,s,i,-,k,a,w,-
megl1237,u,s,-,-,k,a,t,-
arom1237,u,s,-,-,k,a,t,u
roma1327,u,s,-,-,k,a,t,-
istr1245,u,s,-,-,k,o,t,-
