language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
piem1238,-,s,-,-,-,-,a,-,t,E,-,-,-,s,i,-,-,-,-
piem1238,-,s,-,-,-,-,-,-,t,e,-,-,-,s,e,-,-,-,-
piem1238,-,s,-,-,-,-,-,-,t,e,-,-,-,s,E,-,t,a,-
piem1238,-,s,-,-,-,-,-,-,t,-,-,-,-,-,e,-,-,-,-
roma1328,-,z,-,-,-,-,-,-,d,-,-,-,-,-,e,-,-,-,-
emil1241,-,s,-,-,-,-,e,-,d,e,-,r,-,-,-,-,-,-,-
emil1241,-,s,-,-,-,-,e,-,d,e,-,r,-,-,-,-,-,-,-
emil1241,-,s,-,-,-,-,a,n,t,a,-,r,a,s,-,-,-,-,-
vene1258,-,s,-,-,-,-,e,N,t,a,-,r,-,s,e,-,d,o,-
vene1258,-,s,-,-,-,-,e,N,t,a,-,r,-,s,e,-,-,-,-
vene1258,-,s,-,-,-,-,e,N,t,a,-,r,-,s,e,-,-,-,-
ital1282,-,s,-,-,-,y,E,-,d,-,-,-,-,-,e,-,-,-,-
ital1282,-,s,-,-,-,-,e,-,d,e,-,r,-,-,e,-,-,-,-
ligu1248,-,s,-,-,-,-,e,-,t,-,-,-,-,-,E,-,-,-,-
ligu1248,-,s,-,-,-,-,e,-,t,a,-,-,-,s,e,-,-,-,-
neap1235,-,s,t,a,a,s,3,-,t,a,-,-,-,t,3,-,-,-,-
sici1248,a,s,-,-,-,-,i,-,t,a,-,r,i,s,i,-,-,-,-
sici1248,a,s,-,-,-,-,i,-,t,a,-,r,i,s,i,-,-,-,-
sici1248,a,s,-,-,-,-,i,-,t,a,-,r,i,s,i,-,-,-,-
friu1240,-,s,-,-,-,-,-,-,t,a,-,-,-,s,e,n,t,a,t
stan1289,e,s,-,-,-,-,-,-,t,a,-,r,a,s,e,n,t,a,t
stan1289,-,s,-,-,-,-,-,-,-,E,w,r,-,-,e,-,-,-,-
stan1289,-,s,-,-,-,-,-,-,-,E,w,r,-,-,e,-,-,-,-
stan1289,-,s,-,-,-,-,-,-,-,E,w,r,-,-,3,-,-,-,-
stan1289,-,s,-,-,-,-,-,-,-,E,w,r,-,-,e,-,-,-,-
stan1289,-,s,-,-,-,-,-,-,-,E,w,r,-,-,3,-,-,-,-
camp1261,-,s,-,-,-,-,E,-,t,-,-,-,-,s,i,-,-,-,-
megl1237,-,s,-,-,-,-,o,-,t,-,-,-,-,-,-,-,-,-,-
arom1237,-,S,-,-,-,-,e,-,d,-,-,-,-,-,u,-,-,-,-
roma1327,a,S,-,-,-,-,e,-,d,-,-,-,-,-,e,-,v,a,-
istr1245,-,S,-,-,-,-,e,-,d,-,-,-,-,-,E,-,-,-,-
