language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
piem1238,-,o,-,m,-,-,-,-,-,a,N,-
piem1238,-,o,-,m,-,-,-,-,-,-,-,-
piem1238,-,o,-,m,-,-,-,-,-,-,-,-
piem1238,-,o,-,m,-,-,-,-,-,-,-,-
roma1328,-,o,-,m,-,-,-,-,-,-,-,-
emil1241,-,o,-,m,-,-,-,-,-,-,-,-
emil1241,-,o,-,m,-,-,-,-,-,-,-,-
emil1241,-,o,-,m,-,-,-,-,-,a,n,-
vene1258,-,o,-,m,-,-,-,-,-,-,-,-
vene1258,-,o,-,m,-,-,-,-,-,-,-,-
vene1258,-,o,-,m,-,-,-,-,-,o,-,-
ital1282,-,o,-,m,-,-,-,-,-,o,-,-
ital1282,w,o,-,m,-,-,-,-,-,o,-,-
ligu1248,-,o,-,m,-,-,-,-,-,u,-,-
ligu1248,-,o,-,m,-,-,-,-,-,u,-,-
neap1235,-,o,-,m,-,-,-,-,-,3,-,-
sici1248,w,o,-,m,i,-,-,-,n,u,-,-
sici1248,-,o,-,m,-,-,-,-,-,u,-,-
sici1248,-,-,-,m,a,S,k,u,l,u,-,-
friu1240,-,o,-,m,-,-,-,-,-,-,-,-
stan1289,-,o,-,m,-,-,-,-,-,e,-,-
stan1289,-,o,-,m,-,-,-,-,-,e,-,-
stan1289,-,o,-,m,-,-,-,-,-,e,-,-
stan1289,-,o,-,m,-,-,-,-,-,u,-,-
stan1289,-,o,-,m,-,-,-,-,-,e,-,-
stan1289,-,o,-,m,-,-,-,-,-,3,-,-
camp1261,-,o,-,m,i,-,-,-,n,i,-,-
megl1237,b,3,r,b,-,-,-,-,-,a,t,-
arom1237,b,3,r,b,-,-,-,-,-,a,t,u
roma1327,b,3,r,b,-,-,-,-,-,a,t,-
istr1245,m,u,S,-,-,-,-,-,-,-,k,i
