language,x1,x2,x3,x4,x5,x6,x7
piem1238,-,p,y,i,-,m,a
piem1238,-,p,y,i,-,m,a
piem1238,-,p,y,i,-,m,a
piem1238,-,p,y,i,-,m,a
roma1328,-,p,-,E,-,n,a
emil1241,-,p,y,o,-,m,a
emil1241,-,p,-,E,-,n,a
emil1241,-,p,-,E,-,n,a
vene1258,-,p,-,e,-,n,a
vene1258,-,p,y,u,-,m,a
vene1258,-,p,-,e,-,n,a
ital1282,-,p,-,e,-,n,a
ital1282,-,p,-,e,-,n,a
ligu1248,t,S,-,i,-,m,a
ligu1248,-,p,-,e,-,N,a
neap1235,-,p,-,e,-,n,3
sici1248,-,p,y,u,-,m,a
sici1248,-,p,-,i,-,n,a
sici1248,-,p,-,i,-,n,a
friu1240,-,p,l,u,-,m,e
stan1289,-,p,l,o,-,m,a
stan1289,-,p,l,o,-,m,a
stan1289,-,p,l,o,-,m,a
stan1289,-,p,l,o,-,m,3
stan1289,-,p,l,o,-,m,E
stan1289,-,p,l,o,-,m,3
camp1261,-,p,-,i,-,n,a
megl1237,-,p,-,e,a,n,3
arom1237,-,p,-,e,a,n,3
roma1327,-,p,-,a,-,n,3
istr1245,-,p,-,E,-,n,a
