language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
gard1241,-,-,r,-,a,-,v,-,-,-,i,-,z,-,a
fass1244,-,-,r,-,e,-,-,-,-,-,y,-,S,-,-
friu1240,-,-,l,-,i,-,d,-,-,r,i,-,s,-,-
piem1238,-,-,r,-,a,-,d,-,-,-,i,-,s,-,-
piem1238,-,-,r,-,E,-,-,-,-,-,y,-,z,-,-
piem1238,-,-,r,-,E,-,-,-,-,-,y,-,s,-,-
piem1238,-,-,r,-,E,-,-,-,-,-,y,-,s,-,-
roma1328,-,-,r,-,a,-,d,-,-,-,i,-,z,-,a
emil1241,-,-,y,-,a,-,r,-,-,-,i,-,s,-,a
emil1241,-,-,r,-,a,-,-,-,-,-,i,-,z,-,-
emil1241,-,-,r,-,a,-,d,-,-,-,i,-,s,-,-
vene1258,-,-,r,-,a,-,8,-,-,-,i,-,z,-,a
vene1258,-,-,r,-,a,-,8,-,-,-,i,-,s,-,-
vene1258,-,-,r,-,a,-,-,-,-,-,i,-,z,-,a
ital1282,b,a,r,b,a,-,-,-,-,-,-,-,-,-,-
ital1282,-,-,r,-,a,-,d,-,-,-,i,t,S,-,e
ligu1248,-,-,r,-,E,-,-,-,-,-,y,-,Z,-,e
ligu1248,-,-,r,-,a,-,d,-,-,-,i,t,S,-,i
geno1240,-,-,r,-,e,-,-,-,-,-,y,-,Z,-,a
sici1248,-,-,Z,-,a,-,r,-,-,-,i,-,k,-,a
sici1248,-,-,r,-,a,-,d,-,-,-,i,-,k,-,a
sici1248,-,-,Z,-,a,-,r,-,-,-,i,-,k,-,a
mess1247,-,-,r,-,a,-,d,-,-,-,i,-,k,-,a
neap1235,-,-,r,-,a,-,r,-,-,-,3,-,k,-,3
stan1289,-,-,r,-,a,-,-,-,-,-,i,-,l,-,-
stan1289,-,a,r,-,E,-,-,-,-,-,-,-,l,-,-
stan1289,-,a,r,-,E,-,-,-,-,-,-,-,l,-,-
stan1289,-,-,r,-,E,-,-,-,-,-,-,-,l,-,-
stan1289,-,a,r,-,e,-,-,-,-,-,-,-,l,-,-
stan1289,-,3,r,-,e,-,-,-,-,-,-,-,l,-,-
cast1244,-,-,r,-,a,-,-,-,-,-,i,-,8,-,-
ruma1247,-,-,r,-,3,-,d,-,-,Z,i,-,S,-,-
surs1244,-,-,r,-,3,-,d,-,-,Z,i,-,S,-,-
lowe1386,-,-,r,-,3,-,d,-,-,Z,i,-,S,-,-
surm1243,-,-,r,-,E,-,y,-,-,-,-,-,S,-,-
prov1235,-,-,X,-,a,-,s,-,-,-,i,-,n,-,o
dalm1243,-,-,r,-,a,-,d,-,-,-,a,-,y,k,a
barb1262,-,-,r,-,a,y,g,-,-,-,i,-,n,-,a
camp1261,-,a,r,-,e,-,Z,-,-,-,i,-,n,-,i
megl1237,k,o,r,-,-,-,-,-,-,-,i,-,n,-,-
arom1237,-,a,r,-,3,-,d,3,t,s,i,-,n,-,3
roma1327,-,-,r,-,3,-,d,3,t,S,i,-,n,-,3
istr1245,k,o,r,-,-,-,-,-,-,-,e,-,n,-,-
