language,x1,x2,x3,x4,x5
gard1241,l,u,-,n,a
fass1244,l,u,-,n,a
friu1240,l,u,-,n,e
piem1238,l,i,-,N,a
piem1238,l,i,-,N,a
piem1238,l,i,-,N,a
piem1238,l,i,-,N,a
roma1328,l,o,w,n,a
emil1241,l,u,-,n,a
emil1241,l,u,-,n,a
emil1241,l,u,-,n,a
vene1258,l,u,-,n,a
vene1258,l,u,-,n,a
vene1258,l,u,-,n,a
ital1282,l,u,-,n,a
ital1282,l,u,-,n,a
ligu1248,l,i,-,N,a
ligu1248,l,i,-,N,a
geno1240,l,i,-,N,a
sici1248,l,u,-,n,a
sici1248,l,u,-,n,a
sici1248,l,u,-,n,a
mess1247,l,u,-,n,a
neap1235,l,u,-,n,3
stan1289,L,u,-,n,a
stan1289,L,u,-,n,a
stan1289,L,u,-,n,a
stan1289,L,u,-,n,3
stan1289,L,u,-,n,E
stan1289,L,u,-,n,3
cast1244,l,u,-,n,a
ruma1247,L,i,-,n,3
surs1244,L,i,-,n,3
lowe1386,L,i,-,n,3
surm1243,L,i,-,5,3
prov1235,l,i,-,n,o
dalm1243,l,o,y,n,a
barb1262,l,u,-,n,a
camp1261,l,u,-,n,a
megl1237,l,u,-,n,3
arom1237,l,u,-,n,3
roma1327,l,u,-,n,3
istr1245,l,u,-,r,E
