language,x1,x2,x3,x4,x5
gard1241,-,-,o,s,-
fass1244,-,-,o,s,-
friu1240,v,w,E,s,-
piem1238,-,-,o,s,-
piem1238,-,-,o,s,-
piem1238,-,-,o,s,-
piem1238,-,-,o,s,-
roma1328,-,-,o,s,-
emil1241,-,-,o,s,-
emil1241,-,-,o,s,-
emil1241,-,-,o,s,-
vene1258,-,-,o,s,-
vene1258,-,-,o,s,-
vene1258,-,-,o,s,o
ital1282,-,-,o,s,o
ital1282,-,-,o,s,o
ligu1248,-,-,o,s,u
ligu1248,-,-,o,s,u
geno1240,-,-,E,s,u
sici1248,-,w,o,s,u
sici1248,-,-,o,s,u
sici1248,-,w,o,s,u
mess1247,-,-,o,s,u
neap1235,-,w,o,s,3
stan1289,-,-,o,s,-
stan1289,-,-,o,s,-
stan1289,-,-,o,s,-
stan1289,-,-,o,s,-
stan1289,-,-,o,s,-
stan1289,-,-,o,s,-
cast1244,-,w,e,s,o
ruma1247,-,-,o,s,-
surs1244,-,y,e,s,-
lowe1386,-,-,o,s,-
surm1243,-,-,o,s,-
prov1235,-,-,o,s,-
dalm1243,v,w,a,s,-
barb1262,-,-,o,s,u
camp1261,-,-,o,s,u
megl1237,-,w,o,s,-
arom1237,-,-,o,s,u
roma1327,-,-,o,s,-
istr1245,-,-,o,s,-
