language,x1,x2,x3,x4,x5
piem1238,f,-,E,k,-
piem1238,f,-,E,-,-
piem1238,f,-,E,-,-
piem1238,f,-,E,-,-
roma1328,f,-,u,g,-
emil1241,f,-,o,g,-
emil1241,f,-,o,g,-
emil1241,f,-,o,g,-
vene1258,f,-,o,g,o
vene1258,f,-,o,k,-
vene1258,f,-,o,g,o
ital1282,f,-,o,k,o
ital1282,f,w,o,k,o
ligu1248,f,-,E,-,-
ligu1248,f,-,E,g,u
neap1235,f,-,o,k,3
sici1248,f,w,o,k,u
sici1248,f,-,o,k,u
sici1248,f,w,o,k,u
friu1240,f,-,u,k,-
stan1289,f,-,o,k,-
stan1289,f,-,o,k,-
stan1289,f,-,o,k,-
stan1289,f,-,o,k,-
stan1289,f,-,o,k,-
stan1289,f,-,o,k,-
camp1261,f,-,o,x,u
megl1237,f,-,o,k,-
arom1237,f,-,o,k,u
roma1327,f,-,o,k,-
istr1245,f,-,o,k,-
