language,x1,x2,x3,x4,x5,x6,x7
piem1238,-,-,-,p,-,a,-
piem1238,-,-,-,p,-,a,-
piem1238,-,-,-,n,-,e,N
piem1238,-,-,-,n,-,E,N
piem1238,-,-,-,n,-,E,N
piem1238,-,-,-,n,-,E,N
roma1328,-,-,-,n,-,-,-
emil1241,-,-,-,m,i,a,-
emil1241,-,-,-,m,i,a,-
emil1241,-,-,-,n,-,o,-
emil1241,b,r,i,z,-,a,-
vene1258,-,-,-,n,-,o,-
vene1258,-,-,-,n,-,o,-
vene1258,-,-,-,n,-,o,-
ital1282,-,-,u,n,-,-,-
ital1282,-,-,-,n,-,o,n
ligu1248,-,-,-,n,-,E,-
ligu1248,-,-,-,n,-,u,-
neap1235,-,-,-,n,-,u,n
sici1248,-,-,-,n,-,u,n
sici1248,-,-,-,n,-,o,-
sici1248,-,-,-,n,-,o,-
friu1240,-,-,-,n,-,o,-
stan1289,-,-,-,n,-,o,-
stan1289,-,-,-,n,-,o,-
stan1289,-,-,-,n,-,o,-
stan1289,-,-,-,n,-,o,-
stan1289,-,-,-,n,-,o,-
stan1289,-,-,-,n,-,o,-
camp1261,-,-,-,n,-,o,-
megl1237,-,-,-,n,-,u,-
arom1237,-,-,-,n,-,u,-
roma1327,-,-,-,n,-,u,-
istr1245,-,-,-,n,-,u,-
