language,x1,x2,x3,x4,x5,x6,x7
piem1238,m,-,-,i,-,-,-
piem1238,m,-,-,i,-,-,-
piem1238,m,-,-,i,-,-,-
piem1238,m,-,-,i,-,-,-
roma1328,m,-,-,e,-,-,-
emil1241,m,-,-,e,-,-,-
emil1241,m,-,-,E,-,-,-
emil1241,m,-,-,i,-,-,-
vene1258,m,-,-,i,-,-,-
vene1258,m,-,-,i,-,-,-
vene1258,m,-,-,i,-,-,-
ital1282,m,-,-,e,-,-,-
ital1282,m,-,-,e,-,-,-
ital1282,-,-,-,i,-,o,-
ital1282,-,-,-,i,-,o,-
ligu1248,m,-,-,i,-,-,-
ligu1248,m,-,-,i,-,-,-
neap1235,m,-,-,e,-,-,-
neap1235,-,-,-,i,y,3,-
sici1248,m,-,-,i,-,-,-
sici1248,m,-,-,i,-,-,-
sici1248,m,-,-,i,-,-,-
sici1248,-,-,-,y,-,u,-
sici1248,-,-,-,y,-,u,-
sici1248,-,-,-,y,-,o,-
friu1240,m,-,-,e,-,-,-
friu1240,y,-,-,o,-,-,-
stan1289,m,-,-,e,-,-,-
stan1289,m,-,-,e,-,-,-
stan1289,m,-,-,e,-,-,-
stan1289,m,-,-,E,-,-,-
stan1289,m,-,-,e,-,-,-
stan1289,m,-,-,3,-,-,-
stan1289,y,-,-,o,-,-,-
stan1289,y,-,-,o,-,-,-
stan1289,y,-,-,o,-,-,-
stan1289,Z,-,-,o,-,-,-
stan1289,y,-,-,o,-,-,-
stan1289,Z,-,-,o,-,-,-
camp1261,m,-,-,E,y,-,-
camp1261,d,-,-,E,w,-,-
megl1237,m,i,n,i,-,-,-
megl1237,-,-,-,y,-,o,-
arom1237,m,-,-,i,n,e,-
arom1237,-,-,-,y,-,o,-
roma1327,m,-,-,i,n,e,-
roma1327,y,-,-,-,-,e,w
istr1245,m,-,-,i,r,e,-
istr1245,-,-,-,y,-,o,-
