language,x1,x2,x3,x4,x5
piem1238,-,E,t,S,-
piem1238,-,E,-,y,-
piem1238,-,E,-,y,-
piem1238,-,E,-,y,-
roma1328,-,o,t,S,-
emil1241,-,o,t,S,-
emil1241,-,o,t,S,-
emil1241,-,o,t,S,-
vene1258,-,o,t,S,o
vene1258,-,o,t,S,o
vene1258,-,o,t,S,o
ital1282,-,o,k,y,o
ital1282,-,o,k,y,o
ligu1248,-,E,d,Z,u
ligu1248,-,E,d,Z,u
neap1235,w,o,k,y,3
sici1248,w,o,t,S,u
sici1248,-,o,k,y,u
sici1248,w,o,k,y,u
friu1240,v,o,-,l,i
stan1289,-,u,-,L,-
stan1289,-,u,-,L,-
stan1289,-,u,-,L,-
stan1289,-,u,-,y,-
stan1289,-,u,-,L,-
stan1289,-,u,-,L,-
camp1261,-,o,-,x,u
megl1237,w,o,k,L,u
arom1237,-,o,k,L,u
roma1327,-,o,k,y,-
istr1245,-,o,k,L,u
