language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
piem1238,l,-,-,u,N,t,a,N,-,-
piem1238,l,-,-,u,N,t,a,N,-,-
piem1238,l,-,-,u,N,t,a,N,-,-
piem1238,l,-,-,-,-,-,E,5,-,-
roma1328,l,-,-,u,n,t,a,n,-,-
emil1241,l,-,-,u,n,t,a,n,-,-
emil1241,l,-,-,u,n,t,a,n,-,-
emil1241,l,-,-,u,n,t,a,n,-,-
vene1258,d,-,-,i,s,t,a,N,t,e
vene1258,d,-,-,i,s,t,a,N,t,e
vene1258,l,-,-,o,N,t,a,N,-,-
vene1258,l,-,-,o,N,t,a,N,-,-
vene1258,l,-,-,o,N,t,a,N,-,-
ital1282,l,-,-,o,n,t,a,n,-,o
ital1282,l,-,-,o,n,t,a,n,-,o
ligu1248,d,-,-,i,s,t,a,N,t,e
ligu1248,l,-,-,u,N,t,a,n,-,-
ligu1248,l,-,-,u,N,t,a,n,-,-
neap1235,l,-,-,u,n,t,a,n,-,3
sici1248,l,-,-,u,n,t,a,n,-,u
sici1248,l,-,-,u,n,t,a,n,-,u
sici1248,l,-,-,u,n,t,a,n,-,u
friu1240,l,-,-,o,n,t,a,N,-,-
stan1289,L,-,-,u,5,-,-,-,-,-
stan1289,L,-,-,u,5,-,-,-,-,-
stan1289,L,-,-,u,5,-,-,-,-,-
stan1289,-,-,-,3,n,f,o,r,-,3
stan1289,L,-,-,u,5,-,-,-,-,-
stan1289,L,-,-,u,5,-,-,-,-,-
camp1261,-,-,-,a,-,t,e,z,-,u
megl1237,d,i,p,a,r,t,i,-,-,-
arom1237,l,-,-,a,r,g,u,-,-,-
arom1237,d,i,p,a,r,t,e,-,-,-
roma1327,d,e,p,a,r,t,e,-,-,-
istr1245,l,-,-,o,r,g,o,-,-,-
