language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
ishi1240,-,-,-,y,-,a,-,-,-,-,-,-
take1256,-,-,-,y,-,a,-,-,-,-,-,-
hate1238,-,-,S,i,-,-,-,-,-,-,-,-
naze1238,-,-,-,y,-,a,-,-,-,-,-,-
okin1244,-,-,-,y,-,a,-,-,-,-,-,-
yona1241,-,-,-,d,-,a,-,-,-,-,-,-
miya1260,-,-,-,y,-,a,-,-,-,-,-,-
irab1238,-,-,-,y,-,a,-,-,-,-,-,-
tara1319,-,-,-,y,-,a,-,-,-,-,-,-
ikem1235,-,-,-,y,-,a,-,-,-,-,-,-
chik1251,-,-,-,i,-,e,-,-,-,-,-,-
kuma1281,-,-,-,i,y,e,-,-,-,-,-,-
naga1405,-,-,-,i,-,e,-,-,-,-,-,-
miya1258,-,-,-,i,-,e,-,-,-,-,-,-
oita1237,-,-,-,i,y,e,-,-,-,-,-,-
toky1238,-,-,-,i,-,e,-,-,-,-,-,-
yama1263,-,-,-,u,-,e,-,-,-,-,-,-
hokk1243,-,-,-,i,-,e,-,-,-,-,-,-
gifu1238,-,-,-,i,-,e,-,-,-,-,-,-
gifu1238,-,-,-,i,-,e,-,-,-,-,-,-
shiz1237,-,-,-,i,-,e,-,-,-,-,-,-
gunm1237,-,-,-,i,-,e,-,-,-,-,-,-
chic1269,u,t,S,i,-,-,-,-,-,-,-,-
toch1258,u,t,S,i,-,-,-,-,-,-,-,-
kana1290,u,t,S,i,-,-,-,-,-,-,-,-
iyob1237,-,-,-,i,-,e,-,-,-,-,-,-
tott1237,-,-,-,i,-,e,-,-,-,-,-,-
miee1237,-,-,-,i,-,e,-,-,-,-,-,-
kaga1258,-,-,-,i,-,e,-,-,-,-,-,-
toku1245,-,-,-,i,-,e,-,-,-,-,-,-
kyot1238,-,-,-,i,-,e,-,-,-,-,-,-
osak1237,-,-,-,i,-,e,-,-,-,-,-,-
waka1279,-,-,-,i,-,e,-,-,-,-,-,-
shig1237,-,-,-,i,-,e,-,-,-,-,-,-
kobe1244,-,-,-,i,-,e,y,a,S,i,k,i
okay1237,-,-,-,i,-,e,-,-,-,-,-,-
yama1261,-,-,-,i,-,e,-,-,-,-,-,-
fuku1241,u,t,S,i,-,-,-,-,-,-,-,-
kana1289,u,t,S,i,-,-,-,-,-,-,-,-
naga1408,u,t,S,i,-,-,-,-,-,-,-,-
hiro1237,-,-,-,i,-,e,-,-,-,-,-,-
ibar1242,-,-,-,-,-,e,-,-,-,-,-,-
chib1248,u,t,S,i,-,-,-,-,-,-,-,-
hata1244,-,-,-,i,-,e,-,-,-,-,-,-
toya1237,-,-,-,i,-,e,-,-,-,-,-,-
niig1237,-,-,-,-,-,e,-,-,-,-,-,-
fuku1243,-,d,-,Z,-,e,-,-,-,-,-,-
send1240,-,-,-,-,-,e,-,-,-,-,-,-
yama1262,-,-,-,y,-,e,-,-,-,-,-,-
akit1240,-,-,-,-,-,e,-,-,-,-,-,-
tsug1237,-,-,-,-,-,e,-,-,-,-,-,-
kese1237,-,-,-,-,-,e,-,-,-,-,-,-
izum1237,-,-,-,-,-,e,-,-,-,-,-,-
hach1239,-,-,-,-,-,e,-,-,-,-,-,-
saga1265,-,-,-,i,-,e,-,-,-,-,-,-
nort2935,-,-,-,i,-,e,-,-,-,-,-,-
oldj1239,-,-,-,i,-,e,-,-,-,-,-,-
