language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
ishi1240,m,-,-,-,a,-,i,S,a,N,-,-
take1256,m,-,-,-,a,-,i,y,a,N,-,-
hate1238,b,-,-,-,u,s,a,h,a,N,-,-
naze1238,d,-,-,-,a,-,i,b,a,N,-,-
okin1244,m,-,-,-,a,g,i,S,e,N,-,-
yona1241,m,-,-,-,a,-,i,s,a,-,-,-
miya1260,-,-,-,-,u,p,u,k,a,i,-,-
irab1238,-,-,-,-,u,k,u,k,a,l,-,-
tara1319,-,-,-,-,u,p,-,S,a,l,-,-
ikem1235,b,-,-,-,u,i,-,k,a,i,-,-
chik1251,-,-,-,-,o,7,-,k,-,a,-,-
kuma1281,b,-,-,-,u,t,o,k,-,a,-,-
naga1405,-,-,-,-,o,-,-,k,-,i,n,a
miya1258,b,-,-,-,u,-,-,t,-,i,-,-
oita1237,b,-,-,-,u,-,-,t,-,i,-,-
toky1238,-,-,-,-,o,-,-,k,-,i,-,-
yama1263,-,-,-,-,o,-,-,k,-,i,-,-
hokk1243,-,-,-,-,o,-,-,k,-,i,-,-
gifu1238,-,-,-,-,i,-,-,k,-,E,-,-
gifu1238,-,-,-,-,o,-,-,k,-,i,-,-
shiz1237,-,-,-,-,i,-,-,k,a,i,-,-
gunm1237,-,-,d,-,e,7,-,k,a,i,-,-
chic1269,-,-,d,-,7,-,-,k,-,E,-,-
toch1258,-,-,-,-,o,-,-,k,-,i,-,-
kana1290,-,-,d,-,7,-,-,k,-,E,-,-
iyob1237,-,-,-,-,o,-,-,k,-,i,-,-
tott1237,-,-,-,-,o,-,-,k,-,i,-,-
miee1237,-,-,-,-,o,7,-,k,-,i,-,-
kaga1258,-,-,-,-,o,-,-,k,-,i,-,-
toku1245,-,-,-,-,o,-,-,k,-,i,-,-
kyot1238,-,-,-,-,o,-,-,k,-,i,-,-
osak1237,-,-,-,-,o,-,-,k,-,i,-,-
waka1279,-,-,-,-,o,-,-,k,-,i,-,-
shig1237,-,-,-,-,i,-,-,k,-,E,-,-
kobe1244,-,-,-,-,o,-,-,k,-,e,-,-
okay1237,-,-,-,-,o,-,-,k,-,e,-,-
yama1261,-,-,-,-,o,-,-,k,-,i,n,a
fuku1241,-,-,-,-,i,-,-,k,-,E,-,-
kana1289,-,-,d,-,e,-,-,k,a,i,-,-
naga1408,-,-,d,-,7,-,-,k,-,E,-,-
hiro1237,-,-,-,-,o,-,-,k,-,e,-,-
ibar1242,-,-,-,-,e,-,-,k,a,e,-,-
chib1248,-,-,-,-,o,7,-,k,-,i,-,-
hata1244,b,u,t,-,o,-,-,-,-,i,-,-
toya1237,-,-,d,-,e,7,-,k,a,i,-,-
niig1237,-,-,d,-,e,7,-,k,a,e,-,-
fuku1243,-,-,d,z,u,-,-,N,n,E,-,-
send1240,-,-,-,-,o,7,-,k,-,i,-,-
yama1262,-,-,-,-,o,7,-,k,-,i,-,-
akit1240,-,-,-,-,o,7,-,k,-,i,-,-
tsug1237,-,-,-,-,o,7,-,k,-,i,-,-
kese1237,-,-,-,-,o,7,-,k,-,i,-,-
izum1237,-,-,-,-,o,-,-,k,-,i,n,a
hach1239,b,-,-,-,o,-,-,k,-,y,-,a
saga1265,b,u,t,-,o,-,-,k,-,a,-,-
nort2935,b,-,-,-,u,-,-,t,-,e,-,-
oldj1239,-,-,-,-,o,-,-,b,-,o,-,-
