language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
ishi1240,-,-,-,-,-,-,-,d,-,-,-,z,o,7,b,i,N
take1256,-,-,-,-,-,-,-,d,-,-,-,z,o,7,b,u,N
hate1238,-,-,d,o,7,f,a,r,-,i,-,r,-,-,-,u,N
naze1238,-,-,n,-,-,-,-,-,-,e,3,r,-,-,y,u,N
okin1244,-,-,N,-,-,-,-,r,-,i,-,N,-,-,-,-,-
yona1241,-,-,N,-,-,-,-,g,-,a,-,r,-,-,-,u,N
miya1260,-,-,N,-,-,-,-,m,i,i,-,-,-,-,-,3,-
irab1238,-,-,N,-,-,-,-,m,-,i,-,-,-,-,-,l,-
tara1319,-,-,N,-,-,-,-,m,-,i,-,-,-,-,-,l,-
ikem1235,-,-,N,-,-,-,-,m,-,i,-,-,-,-,-,-,-
chik1251,-,-,n,u,-,-,-,r,-,u,-,r,-,-,-,u,-
kuma1281,-,-,n,u,-,-,-,r,-,u,-,r,-,-,-,u,-
naga1405,-,-,n,u,-,-,-,-,-,-,-,r,-,-,-,u,7
miya1258,-,-,n,u,-,-,-,r,-,u,-,r,-,-,-,u,-
oita1237,-,-,n,u,-,-,-,r,-,u,-,r,-,-,-,u,-
toky1238,-,-,n,u,-,-,-,r,-,e,-,r,-,-,-,u,-
yama1263,-,-,n,u,-,-,-,r,-,e,-,r,-,-,-,u,-
hokk1243,-,-,n,u,-,-,-,r,-,e,-,r,-,-,-,u,-
gifu1238,-,-,n,u,-,-,-,r,-,e,-,r,-,-,-,u,-
gifu1238,-,-,n,u,-,-,-,r,-,e,-,r,-,-,-,u,-
shiz1237,-,-,n,u,-,-,-,r,-,e,-,r,-,-,-,u,-
gunm1237,-,-,n,u,-,-,-,r,-,e,-,r,-,-,-,u,-
chic1269,-,-,n,u,-,-,-,r,-,e,-,r,-,-,-,u,-
toch1258,-,-,n,u,-,-,-,r,-,e,-,r,-,-,-,u,-
kana1290,-,-,n,u,-,-,-,r,-,e,-,r,-,-,-,u,-
iyob1237,-,-,n,u,-,-,-,r,-,e,-,r,-,-,-,u,-
tott1237,-,-,n,u,-,-,-,r,-,e,-,r,-,-,-,u,-
miee1237,-,-,n,u,-,-,-,r,-,e,-,r,-,-,-,u,-
kaga1258,-,-,n,u,-,-,-,r,-,e,-,r,-,-,-,u,-
toku1245,-,-,n,u,-,-,-,r,-,e,-,r,-,-,-,u,-
kyot1238,-,-,n,u,-,-,-,r,-,e,-,r,-,-,-,u,-
osak1237,-,-,n,u,-,-,-,r,-,e,-,r,-,-,-,u,-
waka1279,-,-,n,u,-,-,-,r,-,e,-,r,-,-,-,u,-
shig1237,-,-,n,u,-,-,-,r,-,e,-,r,-,-,-,u,-
kobe1244,-,-,n,u,-,-,-,r,-,e,-,r,-,-,-,u,-
okay1237,-,-,n,u,-,-,-,r,-,e,-,r,-,-,-,u,-
yama1261,-,-,n,u,-,-,-,r,-,e,-,r,-,-,-,u,-
fuku1241,-,-,n,u,-,-,-,r,-,e,-,r,-,-,-,u,-
kana1289,-,-,n,u,-,-,-,r,-,e,-,r,-,-,-,u,-
naga1408,-,-,n,o,-,-,-,r,-,e,-,r,-,-,-,u,-
hiro1237,-,-,n,u,-,-,-,r,-,e,-,r,-,-,-,u,-
ibar1242,-,-,n,u,-,-,-,r,-,e,-,r,-,-,-,u,-
chib1248,-,-,n,u,-,-,-,r,-,e,-,r,-,-,-,u,-
hata1244,-,-,n,u,-,-,-,r,-,e,-,r,-,-,-,u,-
toya1237,-,-,n,u,-,-,-,r,-,e,-,r,-,-,-,u,-
niig1237,-,-,y,o,-,g,o,r,-,e,-,r,-,-,-,u,-
fuku1243,-,-,n,u,-,-,-,r,-,e,-,r,-,-,-,u,-
send1240,-,-,n,u,-,-,-,r,-,e,-,r,-,-,-,u,-
yama1262,y,o,N,o,-,-,-,r,-,e,-,r,-,-,-,u,-
akit1240,y,o,N,o,-,-,-,r,-,e,-,r,-,-,-,u,-
tsug1237,-,-,n,u,-,-,-,r,-,e,-,r,-,-,-,u,-
kese1237,-,-,n,u,-,-,-,r,-,e,-,r,-,-,-,u,-
izum1237,-,-,n,o,-,-,-,r,-,e,-,-,-,-,-,-,-
hach1239,-,-,-,-,-,-,-,p,-,e,-,r,-,-,-,u,-
saga1265,-,-,n,u,-,-,-,-,-,-,-,r,-,-,-,u,7
nort2935,-,-,n,u,-,-,-,-,-,-,-,r,-,-,-,u,7
oldj1239,-,-,n,u,-,-,-,-,-,-,-,r,-,-,-,u,-
