language,x1,x2,x3,x4,x5,x6
ishi1240,n,a,-,-,-,-
take1256,n,a,-,-,-,-
hate1238,n,a,N,-,-,-
naze1238,n,a,-,-,-,-
okin1244,n,a,-,-,-,-
yona1241,n,a,-,-,-,-
miya1260,n,a,-,-,-,-
irab1238,n,a,-,-,-,-
tara1319,n,a,-,-,-,-
ikem1235,n,a,-,-,-,-
chik1251,n,a,m,a,-,e
kuma1281,n,a,-,-,-,-
naga1405,n,a,m,a,y,e
miya1258,n,a,-,-,-,-
oita1237,n,a,-,-,-,-
toky1238,n,a,m,a,-,e
yama1263,n,a,m,a,-,e
hokk1243,n,a,m,a,-,e
gifu1238,n,a,m,a,-,e
gifu1238,n,a,m,-,-,E
shiz1237,n,a,m,a,-,e
gunm1237,n,a,m,a,-,e
chic1269,n,a,m,-,-,e
toch1258,n,a,m,-,-,e
kana1290,n,a,m,-,-,e
iyob1237,n,a,m,a,-,e
tott1237,n,a,m,a,-,e
miee1237,n,a,-,-,-,-
kaga1258,n,a,m,a,-,e
toku1245,n,a,m,a,-,e
kyot1238,n,a,m,a,-,e
osak1237,n,a,m,a,-,e
waka1279,n,a,-,-,-,-
shig1237,n,a,m,a,-,e
kobe1244,n,a,m,a,-,e
okay1237,n,a,m,-,-,e
yama1261,n,a,m,-,-,E
fuku1241,n,a,m,a,-,e
kana1289,n,a,m,a,-,e
naga1408,n,a,m,a,-,e
hiro1237,n,a,m,a,-,e
ibar1242,n,a,m,a,-,e
chib1248,n,a,m,-,-,E
hata1244,n,a,m,a,-,e
toya1237,n,a,-,-,-,-
niig1237,n,a,m,a,-,e
fuku1243,n,a,m,a,-,e
send1240,n,a,m,-,-,E
yama1262,n,a,m,-,-,E
akit1240,n,a,m,a,-,e
tsug1237,n,a,m,-,-,E
kese1237,n,a,m,-,-,E
izum1237,n,a,m,a,-,e
hach1239,n,a,m,-,-,e
saga1265,n,a,-,-,-,-
nort2935,n,a,m,a,-,e
oldj1239,n,a,-,-,-,-
