language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
ishi1240,n,-,u,-,b,u,-,r,-,u,-,N,-
take1256,n,-,-,-,-,u,-,r,-,u,-,N,-
hate1238,n,-,u,-,b,u,-,r,-,u,-,N,-
naze1238,n,-,-,-,-,o,-,r,y,u,-,N,-
okin1244,n,-,-,-,-,u,-,-,b,u,i,N,-
yona1241,n,-,-,-,-,u,-,r,-,u,-,N,-
miya1260,n,-,-,-,-,u,i,3,-,-,-,-,-
irab1238,n,-,-,-,-,u,-,l,-,-,-,-,-
tara1319,n,-,-,-,-,u,-,l,-,-,-,-,-
ikem1235,n,u,u,-,-,u,-,r,-,i,-,-,-
chik1251,n,-,o,-,b,o,-,r,-,u,-,-,-
kuma1281,n,-,o,-,b,o,-,r,-,u,-,-,-
naga1405,n,-,o,-,b,o,-,r,-,u,-,-,-
miya1258,n,-,o,-,b,o,-,r,-,u,-,-,-
oita1237,n,-,o,-,b,o,-,r,-,u,-,-,-
toky1238,n,-,o,-,b,o,-,r,-,u,-,-,-
yama1263,n,-,o,-,b,o,-,r,-,u,-,-,-
hokk1243,n,-,o,-,b,o,-,r,-,u,-,-,-
gifu1238,n,-,o,-,b,o,-,r,-,u,-,-,-
gifu1238,n,-,o,-,b,o,-,r,-,u,-,-,-
shiz1237,n,-,o,-,b,o,-,r,-,u,-,-,-
gunm1237,n,-,o,-,b,o,-,r,-,u,-,-,-
chic1269,n,-,o,-,b,o,-,r,-,u,-,-,-
toch1258,n,-,o,-,b,o,-,r,-,u,-,-,-
kana1290,n,-,o,-,b,o,-,r,-,u,-,-,-
iyob1237,n,-,o,-,b,o,-,r,-,u,-,-,-
tott1237,n,-,o,-,b,o,-,r,-,u,-,-,-
miee1237,n,-,o,-,b,o,-,r,-,u,-,-,-
kaga1258,n,-,o,-,b,o,-,r,-,u,-,-,-
toku1245,n,-,o,-,b,o,-,r,-,u,-,-,-
kyot1238,n,-,o,-,b,o,-,r,-,u,-,-,-
osak1237,n,-,o,-,b,o,-,r,-,u,-,-,-
waka1279,n,-,o,-,b,o,-,s,-,u,-,-,-
shig1237,n,-,o,-,b,o,-,r,-,u,-,-,-
kobe1244,n,-,o,-,b,o,-,r,-,u,-,-,-
okay1237,n,-,o,-,b,o,-,r,-,u,-,-,-
yama1261,n,-,o,-,b,o,-,r,-,u,-,-,-
fuku1241,n,-,o,-,b,o,-,r,-,u,-,-,-
kana1289,n,-,o,-,b,o,-,r,-,u,-,-,-
naga1408,n,-,o,-,b,o,-,r,-,u,-,-,-
hiro1237,n,-,o,-,b,o,-,r,-,u,-,-,-
ibar1242,n,-,o,-,b,o,-,r,-,u,-,-,-
chib1248,n,-,o,-,b,o,-,r,-,u,-,-,-
hata1244,n,-,o,-,b,o,-,r,-,u,-,-,-
toya1237,n,-,o,-,b,o,-,r,-,u,-,-,-
niig1237,n,-,o,-,b,o,-,r,-,u,-,-,-
fuku1243,n,-,o,-,b,o,-,r,-,u,-,-,-
send1240,n,-,o,N,b,o,-,r,-,u,-,-,-
yama1262,n,-,o,N,b,o,-,r,-,u,-,-,-
akit1240,n,-,o,N,b,o,-,r,-,u,-,-,-
tsug1237,n,-,o,N,b,o,-,r,-,u,-,-,-
kese1237,n,-,o,N,b,o,-,r,-,u,-,-,-
izum1237,n,-,o,-,b,o,-,-,-,-,-,-,-
hach1239,n,-,o,-,b,o,-,r,-,o,-,w,a
saga1265,n,-,o,-,b,o,-,7,-,-,-,-,-
nort2935,n,-,o,-,n,o,-,7,-,-,-,-,-
oldj1239,n,-,o,-,b,o,-,r,-,u,-,-,-
