language,x1,x2,x3,x4,x5
ishi1240,-,b,a,d,a
take1256,-,b,a,t,a
hate1238,-,b,a,t,a
naze1238,-,w,a,t,a
okin1244,-,w,a,t,a
yona1241,-,b,a,t,a
miya1260,-,b,a,t,a
irab1238,-,b,a,t,a
tara1319,-,b,a,t,a
ikem1235,-,b,a,t,a
chik1251,-,h,a,r,a
kuma1281,-,h,a,r,a
naga1405,-,h,a,r,a
miya1258,-,h,a,r,a
oita1237,-,h,a,r,a
toky1238,-,h,a,r,a
yama1263,-,h,a,r,a
hokk1243,o,n,a,k,a
gifu1238,-,h,a,r,a
gifu1238,-,h,a,r,a
shiz1237,-,h,a,r,a
gunm1237,-,h,a,r,a
chic1269,-,h,a,r,a
toch1258,-,h,a,r,a
kana1290,-,h,a,r,a
iyob1237,-,h,a,r,a
tott1237,-,h,a,r,a
miee1237,-,h,a,r,a
kaga1258,-,h,a,r,a
toku1245,-,h,a,r,a
kyot1238,-,h,a,r,a
osak1237,-,h,a,r,a
waka1279,-,h,a,r,a
shig1237,-,h,a,r,a
kobe1244,-,h,a,r,a
okay1237,-,h,a,r,a
yama1261,o,n,a,k,a
fuku1241,-,h,a,r,a
kana1289,-,h,a,r,a
naga1408,-,h,a,r,a
hiro1237,-,h,a,r,a
ibar1242,-,h,a,r,a
chib1248,-,h,a,r,a
hata1244,-,h,a,r,a
toya1237,-,h,a,r,a
niig1237,-,h,a,r,a
fuku1243,-,h,a,r,a
send1240,-,h,a,r,a
yama1262,-,h,a,r,a
akit1240,-,h,a,r,a
tsug1237,-,h,a,r,a
kese1237,-,h,a,r,a
izum1237,-,h,a,r,a
hach1239,-,h,a,r,a
saga1265,-,h,a,r,a
nort2935,-,h,a,r,a
oldj1239,-,w,a,t,a
