language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
ishi1240,-,p,u,-,s,-,-,i,-,3,-,-
take1256,-,p,u,-,S,-,-,i,-,-,-,-
hate1238,-,p,u,t,s,-,-,i,-,3,-,-
naze1238,-,b,u,-,s,-,-,i,-,3,-,-
okin1244,-,b,u,-,S,-,-,i,-,-,-,-
yona1241,-,b,u,t,S,-,-,i,-,-,-,-
miya1260,-,p,u,-,s,-,-,i,-,3,-,-
irab1238,-,p,u,-,s,-,-,i,-,3,-,-
tara1319,-,p,u,-,s,-,-,i,-,3,-,-
ikem1235,-,b,u,-,s,-,-,i,-,3,-,-
chik1251,-,h,o,-,S,-,-,i,-,-,-,-
kuma1281,-,h,o,-,S,-,-,i,-,-,-,-
naga1405,-,h,o,-,S,-,-,i,-,-,-,-
miya1258,-,h,o,7,s,a,m,a,-,-,-,-
oita1237,-,h,o,-,S,-,-,i,-,-,-,-
toky1238,-,h,o,-,S,-,-,i,-,-,-,-
yama1263,-,h,o,-,S,-,-,i,-,-,-,-
hokk1243,-,h,o,-,S,-,-,i,-,-,-,-
gifu1238,o,h,o,7,s,a,m,a,-,-,-,-
gifu1238,-,h,o,-,S,-,-,i,-,-,-,-
shiz1237,-,h,o,-,S,-,-,i,-,-,-,-
gunm1237,-,h,o,-,S,-,-,i,-,-,-,-
chic1269,-,h,o,-,S,-,-,i,-,-,-,-
toch1258,-,h,o,-,S,-,-,i,-,-,-,-
kana1290,-,h,o,-,S,-,-,i,s,a,N,-
iyob1237,-,h,o,-,S,-,-,i,-,-,-,-
tott1237,-,h,o,-,S,-,-,i,-,-,-,-
miee1237,-,h,o,-,S,-,-,i,-,-,-,-
kaga1258,o,h,o,7,s,-,-,a,-,-,N,-
toku1245,-,h,o,-,S,-,-,i,-,-,-,-
kyot1238,-,h,o,-,S,-,-,i,-,-,-,-
osak1237,-,h,o,7,s,-,-,a,-,-,N,-
waka1279,-,h,o,7,s,-,-,a,-,-,N,-
shig1237,-,h,o,7,s,-,-,a,-,-,N,-
kobe1244,-,h,o,7,s,-,-,a,-,-,N,-
okay1237,-,h,o,-,S,-,-,i,-,-,-,-
yama1261,-,h,o,-,S,-,-,i,-,-,-,-
fuku1241,o,h,o,-,S,-,-,i,s,a,N,-
kana1289,-,h,o,-,S,-,-,i,-,-,-,-
naga1408,o,h,o,-,S,-,-,i,s,a,N,-
hiro1237,-,h,o,-,S,-,-,i,-,-,-,-
ibar1242,o,h,o,7,s,a,m,a,-,-,-,-
chib1248,-,h,o,-,S,-,-,i,-,-,-,-
hata1244,-,h,o,-,S,-,-,i,-,-,-,-
toya1237,-,h,o,7,s,-,-,a,-,-,N,-
niig1237,-,h,o,-,S,-,-,i,-,-,-,-
fuku1243,-,h,o,-,S,-,-,i,-,-,-,-
send1240,o,h,o,-,s,-,-,u,s,a,m,a
yama1262,-,h,o,-,S,-,-,i,-,-,-,-
akit1240,-,h,o,-,S,-,-,i,-,-,-,-
tsug1237,-,h,o,-,s,-,-,u,-,-,-,-
kese1237,o,h,o,-,s,-,-,u,s,a,m,a
izum1237,-,h,o,-,S,-,-,i,-,-,-,-
hach1239,-,h,o,-,S,-,-,i,-,-,-,-
saga1265,-,h,o,-,S,-,-,i,-,-,-,-
nort2935,-,h,o,-,S,-,-,i,-,-,-,-
oldj1239,-,h,o,e,S,-,-,i,-,-,-,-
