language,x1,x2,x3,x4,x5,x6,x7
ishi1240,m,i,-,d,z,i,3
take1256,m,i,-,d,Z,-,i
hate1238,m,i,-,d,z,i,3
naze1238,m,i,3,d,z,i,3
okin1244,m,i,-,d,Z,-,i
yona1241,m,i,-,N,-,-,-
miya1260,m,i,-,d,z,i,3
irab1238,m,i,-,d,z,i,3
tara1319,m,i,-,d,z,i,3
ikem1235,m,i,-,d,z,i,3
chik1251,m,i,-,d,z,-,u
kuma1281,m,i,-,d,z,-,u
naga1405,m,i,-,d,z,-,u
miya1258,m,i,-,d,z,-,u
oita1237,m,i,-,d,z,-,u
toky1238,m,i,-,d,z,-,u
yama1263,m,i,-,d,z,-,u
hokk1243,m,i,-,d,z,-,u
gifu1238,m,i,-,d,z,-,u
gifu1238,m,i,-,d,z,-,u
shiz1237,m,i,-,d,z,-,u
gunm1237,m,i,-,d,z,-,u
chic1269,m,i,-,d,z,-,u
toch1258,m,i,-,d,z,-,u
kana1290,m,i,-,d,z,-,u
iyob1237,m,i,-,d,z,-,u
tott1237,m,i,-,d,z,-,u
miee1237,m,i,-,d,z,-,u
kaga1258,m,i,-,d,z,-,u
toku1245,m,i,-,d,z,-,u
kyot1238,m,i,-,d,z,-,u
osak1237,m,i,-,d,z,-,u
waka1279,m,i,-,d,z,-,u
shig1237,m,i,-,d,z,-,u
kobe1244,m,i,-,d,z,-,u
okay1237,m,i,-,d,z,-,u
yama1261,m,i,-,d,z,-,u
fuku1241,m,i,-,d,z,-,u
kana1289,m,i,-,d,z,-,u
naga1408,m,i,-,d,z,-,u
hiro1237,m,i,-,d,z,-,u
ibar1242,m,i,-,d,z,-,u
chib1248,m,i,-,d,z,-,u
hata1244,m,i,N,d,-,-,u
toya1237,m,i,-,d,z,-,u
niig1237,m,i,-,d,z,-,u
fuku1243,m,i,-,d,z,-,u
send1240,m,i,N,d,z,-,u
yama1262,m,i,N,d,Z,-,i
akit1240,m,i,N,d,Z,-,i
tsug1237,m,i,N,d,z,-,u
kese1237,m,i,N,d,z,-,u
izum1237,m,e,-,d,Z,-,i
hach1239,m,i,-,d,z,-,u
saga1265,m,i,-,d,z,-,u
nort2935,m,i,-,7,-,-,-
oldj1239,m,i,-,d,-,-,u
