language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
ishi1240,t,s,i,-,-,3,-,n,a,-,-
take1256,-,-,-,-,-,-,-,n,a,-,-
hate1238,-,s,i,-,-,3,-,n,a,-,-
naze1238,-,-,-,-,-,-,-,n,a,-,-
okin1244,-,-,-,-,-,-,-,n,a,-,-
yona1241,-,-,N,-,-,-,-,n,a,-,-
miya1260,-,-,-,-,-,-,-,n,a,-,-
irab1238,-,-,t,s,i,3,-,n,a,-,-
tara1319,-,-,N,-,-,-,-,n,a,-,-
ikem1235,-,-,N,-,-,-,-,n,a,-,-
chik1251,-,-,-,-,-,-,-,n,a,w,a
kuma1281,-,-,-,-,-,-,-,n,a,w,a
naga1405,-,-,-,-,-,-,-,n,a,w,a
miya1258,-,-,-,-,-,-,-,n,a,w,a
oita1237,-,-,-,-,-,-,-,n,-,-,o
toky1238,-,-,-,-,-,-,-,n,a,w,a
yama1263,-,-,-,-,-,-,-,n,a,w,a
hokk1243,-,-,-,-,-,-,-,n,a,w,a
gifu1238,-,-,-,-,-,-,-,n,a,w,a
gifu1238,-,-,-,-,-,-,-,n,a,w,a
shiz1237,-,-,-,-,-,-,-,n,a,w,a
gunm1237,-,-,-,-,-,-,-,n,a,w,a
chic1269,-,-,-,-,-,-,-,n,a,w,a
toch1258,-,-,-,-,-,-,-,n,a,w,a
kana1290,-,-,-,-,-,-,-,n,a,w,a
iyob1237,t,-,s,-,-,u,-,n,-,-,a
tott1237,-,-,-,-,-,-,-,n,a,w,a
miee1237,-,-,-,-,-,-,-,n,a,w,a
kaga1258,-,-,-,-,-,-,-,n,a,w,a
toku1245,-,-,-,-,-,-,-,n,a,w,a
kyot1238,-,-,-,-,-,-,-,n,a,w,a
osak1237,-,-,-,-,-,-,-,n,a,w,a
waka1279,-,-,-,-,-,-,-,n,a,w,a
shig1237,-,-,-,-,-,-,-,n,a,w,a
kobe1244,-,-,-,-,-,-,-,n,a,w,a
okay1237,-,-,-,-,-,-,-,n,a,w,a
yama1261,-,-,-,-,-,-,-,n,a,w,a
fuku1241,-,-,-,-,-,-,-,n,a,w,a
kana1289,-,-,-,-,-,-,-,n,a,w,a
naga1408,-,-,-,-,-,-,-,n,a,w,a
hiro1237,-,-,-,-,-,-,-,n,a,w,a
ibar1242,-,-,-,-,-,-,-,n,a,w,a
chib1248,-,-,-,-,-,-,-,n,a,w,a
hata1244,-,-,-,-,-,-,-,n,a,-,-
toya1237,-,-,-,-,-,-,-,n,a,w,a
niig1237,-,-,-,-,-,-,-,n,a,w,a
fuku1243,-,-,-,-,-,-,-,n,a,w,a
send1240,-,-,-,-,-,-,-,n,a,w,a
yama1262,-,-,-,-,-,-,-,n,a,w,a
akit1240,-,-,-,-,-,-,-,n,a,w,a
tsug1237,-,-,g,-,-,o,N,n,o,b,a
kese1237,-,-,-,-,-,-,-,n,a,w,a
izum1237,-,-,-,-,-,-,-,n,a,w,a
hach1239,-,-,-,-,-,-,-,n,-,-,o
saga1265,-,-,-,-,-,-,-,n,a,w,a
nort2935,-,-,-,-,-,-,-,n,a,w,a
oldj1239,-,-,t,-,-,u,-,n,-,-,a
