language,x1,x2,x3,x4,x5
ishi1240,p,-,-,-,a
take1256,p,-,-,-,a
hate1238,p,-,-,-,a
naze1238,h,-,-,-,a
okin1244,f,-,-,-,a
yona1241,h,-,-,-,a
miya1260,p,-,-,-,a
irab1238,p,-,-,-,a
tara1319,p,-,-,-,a
ikem1235,h,-,-,-,a
chik1251,h,-,-,-,a
kuma1281,h,-,-,-,a
naga1405,h,-,-,-,a
miya1258,h,-,-,-,a
oita1237,h,-,-,-,a
toky1238,h,-,-,-,a
yama1263,h,-,-,-,a
hokk1243,h,-,-,-,a
gifu1238,h,-,-,-,a
gifu1238,h,-,-,-,a
shiz1237,h,a,7,p,a
gunm1237,h,a,7,p,a
chic1269,h,a,7,p,a
toch1258,h,-,-,-,a
kana1290,h,a,7,p,a
iyob1237,h,-,-,-,a
tott1237,h,a,7,p,a
miee1237,h,-,-,-,a
kaga1258,h,-,-,-,a
toku1245,h,-,-,-,a
kyot1238,h,-,-,-,a
osak1237,h,-,-,-,a
waka1279,h,-,-,-,a
shig1237,h,-,-,-,a
kobe1244,h,-,-,-,a
okay1237,h,a,7,p,a
yama1261,h,-,-,-,a
fuku1241,h,-,-,-,a
kana1289,h,-,-,-,a
naga1408,h,-,-,-,a
hiro1237,h,-,-,-,a
ibar1242,h,a,o,-,a
chib1248,h,-,-,-,a
hata1244,h,-,-,-,a
toya1237,h,-,-,-,a
niig1237,h,a,7,p,a
fuku1243,h,a,7,p,a
send1240,h,a,7,p,a
yama1262,f,-,-,-,a
akit1240,f,-,-,-,a
tsug1237,h,-,-,-,a
kese1237,h,a,7,p,a
izum1237,h,-,-,-,a
hach1239,h,a,7,p,a
saga1265,h,-,-,-,a
nort2935,h,-,-,-,a
oldj1239,h,-,-,-,a
