language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
ishi1240,-,b,-,-,a,r,-,-,-,-,-,o,-,-
take1256,-,b,-,-,a,r,-,-,a,-,-,u,N,-
hate1238,-,b,-,-,a,r,-,-,-,-,-,u,N,-
naze1238,-,w,-,-,a,r,-,-,a,y,-,u,r,i
okin1244,-,w,-,-,a,r,-,-,a,y,-,u,N,-
yona1241,-,b,-,-,a,r,-,-,-,-,-,u,N,-
miya1260,-,-,-,-,a,m,-,-,a,i,i,3,-,-
irab1238,-,b,-,-,a,r,-,-,a,i,-,3,-,-
tara1319,-,b,-,-,a,r,-,-,-,-,-,u,-,-
ikem1235,-,b,-,-,a,r,-,-,a,-,-,i,-,-
chik1251,7,w,-,-,a,r,-,-,a,-,-,u,-,-
kuma1281,-,w,-,-,a,r,-,-,a,-,-,u,-,-
naga1405,-,w,-,-,a,r,-,-,-,-,-,o,-,-
miya1258,-,w,-,-,a,r,-,-,a,-,-,u,-,-
oita1237,-,w,-,-,a,r,-,-,-,-,-,o,-,-
toky1238,-,w,-,-,a,r,-,-,a,-,-,u,-,-
yama1263,-,w,-,-,a,r,-,-,a,-,-,u,-,-
hokk1243,-,w,a,w,a,r,-,-,a,-,-,u,-,-
gifu1238,-,w,-,-,a,r,-,-,a,-,-,u,-,-
gifu1238,-,w,-,-,a,r,-,-,a,-,-,u,-,-
shiz1237,-,w,-,-,a,r,-,-,a,-,-,u,-,-
gunm1237,-,w,-,-,a,r,-,-,a,-,-,u,-,-
chic1269,-,w,-,-,a,r,-,-,a,-,-,u,-,-
toch1258,-,w,-,-,a,r,-,-,a,-,-,-,-,-
kana1290,-,w,-,-,a,r,-,-,a,-,-,u,-,-
iyob1237,-,w,-,-,a,r,-,-,a,-,-,u,-,-
tott1237,-,w,-,-,a,r,-,-,a,-,-,u,-,-
miee1237,-,w,-,-,a,r,-,-,a,-,-,u,-,-
kaga1258,-,w,-,-,a,r,-,-,a,-,-,u,-,-
toku1245,-,w,-,-,a,r,-,-,a,-,-,u,-,-
kyot1238,-,w,-,-,a,r,-,-,a,-,-,u,-,-
osak1237,-,w,-,-,a,r,-,-,a,-,-,u,-,-
waka1279,-,w,-,-,a,r,-,-,a,-,-,u,-,-
shig1237,-,w,-,-,a,r,-,-,a,-,-,u,-,-
kobe1244,-,w,-,-,a,r,-,-,a,-,-,u,-,-
okay1237,-,w,-,-,a,r,-,-,a,-,-,u,-,-
yama1261,-,w,-,-,a,r,-,-,a,-,-,u,-,-
fuku1241,-,w,-,-,a,r,-,-,a,-,-,u,-,-
kana1289,-,w,-,-,a,r,-,-,-,-,-,o,-,-
naga1408,-,w,-,-,a,r,-,-,a,-,-,u,-,-
hiro1237,-,w,-,-,a,r,-,-,a,-,-,u,-,-
ibar1242,-,w,-,-,a,r,-,-,a,-,-,-,-,-
chib1248,-,w,-,-,a,r,-,-,a,-,-,u,-,-
hata1244,-,w,-,-,a,r,-,-,a,-,-,u,-,-
toya1237,-,w,-,-,a,r,-,-,a,-,-,u,-,-
niig1237,-,w,-,-,a,r,-,-,-,-,-,o,-,-
fuku1243,-,w,-,-,a,r,-,-,a,-,-,-,-,-
send1240,-,w,-,-,a,r,-,-,a,-,-,u,-,-
yama1262,-,w,-,-,a,r,-,-,a,-,-,-,-,-
akit1240,-,w,-,-,a,r,-,-,a,-,-,u,-,-
tsug1237,-,w,-,-,a,r,-,-,a,r,-,u,-,-
kese1237,-,w,-,-,a,r,-,-,a,-,-,u,-,-
izum1237,-,w,-,-,a,r,-,-,a,-,-,-,-,-
hach1239,-,w,-,-,a,r,o,w,a,-,-,-,-,-
saga1265,-,w,-,-,a,r,-,-,a,-,-,u,-,-
nort2935,-,w,-,-,a,r,-,-,-,-,-,u,-,-
oldj1239,-,w,-,-,a,t,-,-,a,b,-,u,-,-
