language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
ishi1240,-,-,-,-,-,s,i,-,-,3,-,-,-,-,s,-,-,i,-,3,s,a,N
take1256,-,-,7,-,-,s,-,-,-,o,-,-,-,-,-,-,-,N,-,-,-,-,-
hate1238,-,-,7,s,o,S,a,-,h,a,-,-,-,-,-,-,-,N,-,-,-,-,-
naze1238,-,-,-,-,-,s,i,3,r,u,-,-,-,-,S,-,-,a,-,-,-,-,N
okin1244,-,-,-,-,-,S,i,-,r,u,-,-,-,-,S,-,-,e,-,-,-,-,N
yona1241,-,-,t,-,-,s,u,-,d,a,-,-,-,-,r,-,-,i,-,-,-,-,-
miya1260,-,-,7,-,-,s,u,-,k,a,-,-,-,-,-,-,-,i,-,3,-,-,-
irab1238,-,-,7,-,-,s,u,-,k,a,-,-,-,-,-,-,-,m,-,-,-,-,-
tara1319,-,-,7,-,-,s,u,-,S,a,-,-,-,-,-,-,-,l,-,-,-,-,-
ikem1235,-,-,7,-,-,s,u,-,k,a,-,-,-,-,-,-,-,i,-,-,-,-,-
chik1251,-,-,-,-,-,S,i,-,r,o,-,-,-,-,k,-,-,a,-,-,-,-,-
kuma1281,-,-,-,-,-,S,i,-,r,o,-,-,-,-,k,-,-,a,-,-,-,-,-
naga1405,-,-,-,-,-,S,i,-,r,o,-,-,-,-,k,-,-,a,-,-,-,-,-
miya1258,m,a,7,-,-,S,i,-,r,-,-,-,-,-,-,-,-,i,-,-,-,-,-
oita1237,-,-,-,-,-,S,i,-,r,-,-,-,-,-,-,-,-,i,-,-,-,-,-
toky1238,-,-,-,-,-,S,i,-,r,o,-,-,-,-,-,-,-,i,-,-,-,-,-
yama1263,-,-,-,-,-,S,i,-,r,o,-,-,-,-,-,-,-,i,-,-,-,-,-
hokk1243,-,-,-,-,-,S,i,-,r,o,-,-,-,-,-,-,-,i,-,-,-,-,-
gifu1238,-,-,-,-,-,S,i,-,r,-,-,-,-,-,-,-,-,e,-,-,-,-,-
gifu1238,-,-,-,-,-,S,i,-,r,-,-,-,-,-,-,-,-,e,-,-,-,-,-
shiz1237,-,-,-,-,-,S,i,-,r,o,-,-,-,-,-,-,-,i,-,-,-,-,-
gunm1237,-,-,-,-,-,S,i,-,r,o,-,-,-,-,-,-,-,i,-,-,-,-,-
chic1269,-,-,-,-,-,S,i,-,r,-,-,-,-,-,-,-,-,e,-,-,-,-,-
toch1258,-,-,-,-,-,S,i,-,r,o,-,-,-,-,-,-,-,i,-,-,-,-,-
