language,x1,x2,x3,x4,x5,x6,x7,x8
ishi1240,-,-,t,u,r,i,-,3
take1256,-,-,t,u,l,-,-,-
hate1238,-,-,t,u,r,i,-,3
naze1238,-,-,t,u,r,i,-,-
okin1244,-,-,t,u,-,i,-,-
yona1241,h,a,t,u,-,-,-,-
miya1260,-,-,t,u,-,i,-,3
irab1238,-,-,t,u,-,-,-,l
tara1319,-,-,t,u,-,-,-,l
ikem1235,-,-,t,u,-,i,-,-
chik1251,-,-,t,o,r,i,-,-
kuma1281,-,-,t,o,r,i,-,-
naga1405,-,-,t,o,r,i,-,-
miya1258,-,-,t,o,r,i,-,-
oita1237,-,-,t,o,r,i,-,-
toky1238,-,-,t,o,r,i,-,-
yama1263,-,-,t,o,r,i,-,-
hokk1243,-,-,t,o,r,i,-,-
gifu1238,-,-,t,o,r,i,-,-
gifu1238,-,-,t,o,r,i,-,-
shiz1237,-,-,t,o,r,i,-,-
gunm1237,-,-,t,o,r,i,-,-
chic1269,-,-,t,o,r,i,-,-
toch1258,-,-,t,o,r,i,-,-
kana1290,-,-,t,o,r,i,-,-
iyob1237,-,-,t,o,r,i,-,-
tott1237,-,-,t,o,r,i,-,-
miee1237,-,-,t,o,r,i,-,-
kaga1258,-,-,t,o,r,i,-,-
toku1245,-,-,t,o,r,i,-,-
kyot1238,-,-,t,o,r,i,-,-
osak1237,-,-,t,o,r,i,-,-
waka1279,-,-,t,o,r,i,-,-
shig1237,-,-,t,o,r,i,-,-
kobe1244,-,-,t,o,r,i,-,-
okay1237,-,-,t,o,r,i,-,-
yama1261,-,-,t,o,r,i,-,-
fuku1241,-,-,t,o,r,i,-,-
kana1289,-,-,t,o,r,i,-,-
naga1408,-,-,t,o,r,i,-,-
hiro1237,-,-,t,o,r,i,-,-
ibar1242,-,-,t,o,r,i,-,-
chib1248,-,-,t,o,r,i,-,-
hata1244,-,-,t,o,r,i,-,-
toya1237,-,-,t,o,r,i,-,-
niig1237,-,-,t,o,r,i,-,-
fuku1243,-,-,t,o,r,i,-,-
send1240,-,-,t,o,r,i,-,-
yama1262,-,-,t,o,r,i,-,-
akit1240,-,-,t,o,r,i,-,-
tsug1237,-,-,t,o,r,i,-,-
kese1237,-,-,t,o,r,i,-,-
izum1237,-,-,t,o,-,-,-,-
hach1239,-,-,t,o,r,i,m,e
saga1265,-,-,t,o,-,i,-,-
nort2935,-,-,t,o,-,i,-,-
oldj1239,-,-,t,o,r,i,-,-
