language,x1,x2,x3,x4,x5
ishi1240,b,u,n,i,-
take1256,p,u,n,i,-
hate1238,p,u,n,i,-
naze1238,b,u,n,i,3
okin1244,b,u,n,i,-
yona1241,b,u,n,i,-
miya1260,p,u,n,i,-
irab1238,p,u,n,i,-
tara1319,p,u,n,i,-
ikem1235,b,u,n,i,-
chik1251,h,o,n,e,-
kuma1281,h,o,n,e,-
naga1405,h,o,n,e,-
miya1258,h,o,n,e,-
oita1237,h,o,n,e,-
toky1238,h,o,n,e,-
yama1263,h,o,n,e,-
hokk1243,h,o,n,e,-
gifu1238,h,o,n,e,-
gifu1238,h,o,n,e,-
shiz1237,h,o,n,e,-
gunm1237,h,o,n,e,-
chic1269,h,o,n,e,-
toch1258,h,o,n,e,-
kana1290,h,o,n,e,-
iyob1237,h,o,n,e,-
tott1237,h,o,n,e,-
miee1237,h,o,n,e,-
kaga1258,h,o,n,e,-
toku1245,h,o,n,e,-
kyot1238,h,o,n,e,-
osak1237,h,o,n,e,-
waka1279,h,o,n,e,-
shig1237,h,o,n,e,-
kobe1244,h,o,n,e,-
okay1237,h,o,n,e,-
yama1261,h,o,n,e,-
fuku1241,h,o,n,e,-
kana1289,h,o,n,e,-
naga1408,h,o,n,e,-
hiro1237,h,o,n,e,-
ibar1242,h,o,n,e,-
chib1248,h,o,n,e,-
hata1244,h,o,n,e,-
toya1237,h,o,n,e,-
niig1237,h,o,n,e,-
fuku1243,h,o,n,e,-
send1240,h,o,n,e,-
yama1262,h,o,n,e,-
akit1240,h,o,n,e,-
tsug1237,h,o,n,e,-
kese1237,h,o,n,e,-
izum1237,h,o,n,e,-
hach1239,h,o,n,e,-
saga1265,h,o,n,e,-
nort2935,h,o,n,e,-
oldj1239,h,o,n,e,-
