language,x1,x2,x3,x4,x5,x6,x7,x8
ishi1240,y,-,a,m,-,-,u,N
hate1238,y,-,a,m,-,-,u,N
yona1241,d,-,a,m,-,-,u,N
miya1260,y,-,a,m,-,-,-,-
irab1238,y,-,a,m,-,-,-,-
tara1319,y,-,a,m,-,-,-,-
ikem1235,y,-,a,m,-,-,-,-
chik1251,i,t,a,m,-,-,u,-
toky1238,i,t,a,m,-,-,u,-
hokk1243,i,t,a,m,-,-,u,-
gunm1237,y,-,a,m,e,r,u,-
chic1269,i,t,a,m,-,-,u,-
iyob1237,i,t,a,m,-,-,u,-
kyot1238,i,t,a,m,-,-,u,-
shig1237,i,t,a,m,-,-,u,-
okay1237,i,t,a,m,-,-,u,-
fuku1241,i,t,a,m,-,-,u,-
kana1289,i,t,a,-,-,-,i,-
hiro1237,i,t,a,m,-,-,u,-
hata1244,i,t,a,m,-,-,u,-
toya1237,i,t,a,m,-,-,u,-
fuku1243,i,d,a,m,-,-,u,-
akit1240,y,-,a,m,-,-,u,-
tsug1237,e,d,a,m,-,-,u,-
kese1237,e,d,a,m,-,-,u,-
nort2935,i,t,a,N,-,-,-,-
oldj1239,i,t,a,m,-,-,u,-
