language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25
ishi1240,p,i,-,-,-,-,S,-,-,-,-,-,a,-,N,-,-,-,-,-,-,-,-,-,-
take1256,p,i,-,-,-,-,y,-,-,-,-,-,a,-,N,-,-,-,-,-,-,-,-,-,-
hate1238,p,i,-,-,-,-,S,-,-,-,a,h,a,-,N,-,-,-,-,-,-,-,-,-,-
naze1238,S,i,g,u,r,u,S,-,-,-,-,-,a,-,N,-,-,-,-,-,-,-,-,-,-
okin1244,S,i,-,-,-,-,S,-,-,-,-,-,e,-,N,-,-,-,-,-,-,-,-,-,-
yona1241,S,i,-,-,-,-,s,-,-,-,-,-,a,-,N,-,-,-,-,-,-,-,-,-,-
miya1260,p,-,-,-,-,-,s,i,3,S,i,k,a,-,i,-,-,-,-,3,-,-,-,-,-
irab1238,p,-,-,-,-,-,s,i,3,S,i,k,a,-,m,-,-,-,-,-,-,-,-,-,-
tara1319,p,i,-,-,-,-,S,-,-,-,-,-,a,-,l,-,-,-,-,-,-,-,-,-,-
ikem1235,7,-,-,-,-,-,S,-,-,-,i,k,a,-,i,-,-,-,-,-,-,-,-,-,-
chik1251,-,-,-,-,-,-,s,-,-,-,-,-,a,-,m,-,-,-,-,u,k,a,-,-,-
kuma1281,-,-,-,-,-,-,s,-,-,-,-,-,a,-,N,-,-,-,-,-,k,a,-,-,-
naga1405,-,-,-,-,-,-,s,-,-,-,-,-,a,-,m,-,-,-,-,u,k,a,-,-,-
miya1258,-,-,-,-,-,-,s,-,-,-,-,-,a,-,m,-,-,-,-,-,-,i,-,-,-
oita1237,-,-,-,-,-,-,s,-,-,-,-,-,a,-,m,-,-,-,-,-,-,i,-,-,-
toky1238,-,-,-,-,-,-,s,-,-,-,-,-,a,-,m,-,-,-,-,u,-,i,-,-,-
yama1263,-,-,-,-,-,-,s,-,-,-,-,-,a,-,m,-,-,-,-,u,-,i,-,-,-
hokk1243,-,-,-,-,-,-,S,-,-,-,-,-,i,-,b,a,r,e,r,u,-,-,-,-,-
gifu1238,-,-,-,-,-,-,s,-,-,-,-,-,a,-,b,-,-,-,y,u,-,-,-,-,-
gifu1238,-,-,-,-,-,-,s,-,-,-,-,-,a,-,b,-,-,-,y,u,-,-,-,-,-
shiz1237,-,-,-,-,-,-,s,-,-,-,-,-,a,-,b,-,-,-,-,-,-,i,-,-,-
gunm1237,-,-,-,-,-,-,s,-,-,-,-,-,a,-,m,-,-,-,-,-,-,i,-,-,-
chic1269,-,-,-,-,-,-,s,-,-,-,-,-,a,-,m,-,-,-,-,-,-,i,-,-,-
toch1258,-,-,-,-,-,-,s,-,-,-,-,-,a,-,m,-,-,-,-,u,-,i,-,-,-
kana1290,-,-,-,-,-,-,s,-,-,-,-,-,a,-,m,-,-,-,-,-,-,i,-,-,-
iyob1237,-,-,-,-,-,-,S,-,-,-,i,y,a,-,-,-,-,-,-,-,-,i,-,-,-
tott1237,-,-,-,-,-,-,s,-,-,-,-,-,a,-,m,-,-,-,-,u,-,i,-,-,-
miee1237,-,-,-,-,-,-,s,-,-,-,-,-,a,-,m,-,-,-,-,u,-,i,-,-,-
kaga1258,-,-,-,-,-,-,s,-,-,-,-,-,a,-,b,-,-,-,-,u,-,i,-,-,-
toku1245,-,-,-,-,-,-,s,-,-,-,-,-,a,-,m,-,-,-,-,u,-,i,-,-,-
kyot1238,-,-,-,-,-,-,s,-,-,-,-,-,a,-,m,-,-,-,-,u,-,i,-,-,-
osak1237,-,-,-,-,-,-,s,-,-,-,-,-,a,-,b,-,-,-,-,u,-,i,-,-,-
waka1279,-,-,-,-,-,-,s,-,-,-,-,-,a,-,b,-,-,-,-,u,-,i,-,-,-
shig1237,-,-,-,-,-,-,s,-,-,-,-,-,a,-,m,-,-,-,-,u,-,i,-,-,-
kobe1244,-,-,-,-,-,-,s,-,-,-,-,-,a,-,b,-,-,-,-,u,-,i,-,-,-
okay1237,-,-,-,-,-,-,s,-,-,-,-,-,a,-,m,-,-,-,-,-,-,i,-,-,-
yama1261,-,-,-,-,-,-,s,-,-,-,-,-,a,-,m,-,-,-,-,-,-,i,-,-,-
fuku1241,-,-,-,-,-,-,s,-,-,-,-,-,a,-,b,-,-,-,-,u,-,i,-,-,-
kana1289,-,-,-,-,-,-,s,-,-,-,-,-,a,-,b,-,-,-,-,u,-,i,-,-,-
naga1408,-,-,-,-,-,-,s,-,-,-,-,-,a,-,b,-,-,-,-,-,-,i,-,-,-
hiro1237,-,-,-,-,-,-,s,-,-,-,-,-,a,-,b,-,-,-,-,u,-,i,-,-,-
