language,x1,x2,x3,x4,x5,x6
ishi1240,m,-,i,r,u,N
take1256,m,-,i,r,u,N
hate1238,m,-,i,r,u,N
naze1238,n,-,y,-,u,N
okin1244,m,-,i,-,-,N
yona1241,N,-,-,n,u,N
miya1260,m,i,i,3,-,-
irab1238,m,-,i,l,-,-
tara1319,m,-,i,l,-,-
ikem1235,m,-,i,-,-,-
chik1251,m,-,i,r,u,-
kuma1281,m,-,i,r,u,-
naga1405,m,-,i,7,-,-
miya1258,m,-,i,r,u,-
oita1237,m,-,i,r,u,-
toky1238,m,-,i,r,u,-
yama1263,m,-,i,r,u,-
hokk1243,m,-,i,r,u,-
gifu1238,m,-,i,r,u,-
gifu1238,m,-,i,r,u,-
shiz1237,m,-,i,r,u,-
gunm1237,m,-,i,r,u,-
chic1269,m,-,i,r,u,-
toch1258,m,-,i,r,u,-
kana1290,m,-,i,r,u,-
iyob1237,m,-,i,r,u,-
tott1237,m,-,i,r,u,-
miee1237,m,-,i,r,u,-
kaga1258,m,-,i,r,u,-
toku1245,m,-,i,r,u,-
kyot1238,m,-,i,r,u,-
osak1237,m,-,i,r,u,-
waka1279,m,-,i,r,u,-
shig1237,m,-,i,r,u,-
kobe1244,m,-,i,r,u,-
okay1237,m,-,i,-,-,-
yama1261,m,-,i,r,u,-
fuku1241,m,-,i,r,u,-
kana1289,m,-,i,r,u,-
naga1408,m,-,i,r,u,-
hiro1237,m,-,i,r,u,-
ibar1242,m,-,i,r,u,-
chib1248,m,-,i,r,u,-
hata1244,m,-,i,r,u,-
toya1237,m,-,i,r,u,-
niig1237,m,-,i,r,u,-
fuku1243,m,-,i,r,u,-
send1240,m,-,i,r,u,-
yama1262,m,-,i,r,u,-
akit1240,m,-,i,r,u,-
tsug1237,m,-,i,r,u,-
kese1237,m,-,i,r,u,-
izum1237,m,-,i,r,u,-
hach1239,m,-,i,r,u,-
saga1265,m,-,i,-,-,-
nort2935,m,-,i,7,-,-
oldj1239,m,-,i,r,u,-
