language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
ishi1240,-,-,-,h,-,-,a,-,-,b,u,-,-
take1256,-,-,-,p,-,-,a,-,-,b,u,-,-
hate1238,-,-,-,p,-,-,a,-,-,k,u,-,-
naze1238,-,-,-,h,-,-,a,-,-,b,u,-,-
okin1244,-,-,-,b,-,-,a,-,-,b,u,-,-
yona1241,-,-,-,t,u,g,a,-,-,r,a,-,-
miya1260,-,-,-,p,-,-,a,-,-,-,u,-,-
irab1238,-,-,-,p,-,-,a,-,-,v,u,-,-
tara1319,-,-,-,p,-,-,-,-,-,-,o,-,-
ikem1235,-,-,-,h,-,-,a,-,-,-,u,-,-
chik1251,k,u,t,S,-,-,i,n,a,w,a,-,-
kuma1281,-,-,-,h,-,-,e,-,-,b,i,-,-
naga1405,k,u,t,S,-,-,i,n,a,w,a,-,-
miya1258,-,-,-,h,-,-,e,-,-,b,i,-,-
oita1237,-,-,-,h,-,-,e,-,-,b,i,-,-
toky1238,-,-,-,h,-,-,e,-,-,b,i,-,-
yama1263,-,-,-,h,-,-,e,-,-,b,i,-,-
hokk1243,-,-,-,h,-,-,e,-,-,b,i,-,-
gifu1238,-,-,-,h,-,-,e,N,-,b,i,-,-
gifu1238,k,u,t,S,-,-,i,n,a,w,a,-,-
shiz1237,-,-,-,h,-,-,e,-,-,b,i,-,-
gunm1237,-,-,-,h,-,-,e,-,-,b,i,-,-
chic1269,-,-,-,h,-,-,e,-,-,b,i,-,-
toch1258,-,-,-,h,-,-,e,-,-,b,i,-,-
kana1290,-,-,-,h,-,-,e,-,-,b,i,-,-
iyob1237,-,-,-,h,-,-,e,-,-,b,i,-,-
tott1237,k,u,t,S,-,-,i,n,a,w,a,-,-
miee1237,k,u,t,S,-,-,i,n,a,w,a,-,-
kaga1258,-,-,-,h,-,-,e,-,-,b,i,-,-
toku1245,g,u,t,S,-,-,i,n,a,w,a,-,-
kyot1238,-,-,-,h,-,-,e,-,-,b,i,-,-
osak1237,-,-,-,h,-,-,e,-,-,b,i,-,-
waka1279,k,u,t,S,-,-,-,-,-,-,i,n,a
shig1237,-,-,-,h,-,-,e,-,-,b,i,-,-
kobe1244,k,u,t,s,-,-,u,n,-,-,a,-,-
okay1237,k,u,t,S,-,-,i,n,a,w,a,-,-
yama1261,-,-,-,h,-,-,e,-,-,b,i,-,-
fuku1241,-,-,-,h,-,-,e,-,-,b,u,-,-
kana1289,-,-,-,h,-,-,e,-,-,b,i,-,-
naga1408,-,-,-,h,-,-,e,-,-,b,i,-,-
hiro1237,k,u,t,S,-,-,i,n,a,w,a,-,-
ibar1242,-,-,-,h,-,-,e,-,-,b,i,-,-
chib1248,-,-,-,h,-,-,e,-,-,b,i,-,-
hata1244,-,-,-,h,-,-,e,-,-,b,i,-,-
toya1237,-,-,-,h,-,-,e,-,-,b,i,-,-
niig1237,-,-,-,h,-,-,e,-,-,b,i,-,-
fuku1243,-,-,-,h,-,-,e,-,-,b,i,-,-
send1240,-,-,-,h,-,-,e,-,-,b,i,-,-
yama1262,-,-,-,b,-,-,e,N,-,b,i,-,-
akit1240,-,-,-,b,-,-,e,N,-,b,i,-,-
tsug1237,-,-,-,h,-,-,e,N,-,b,i,-,-
kese1237,-,-,-,S,-,-,e,N,-,b,i,-,-
izum1237,k,u,t,S,-,-,i,n,a,w,a,-,-
hach1239,-,-,-,h,-,-,e,-,-,b,i,m,e
saga1265,k,u,t,S,-,-,i,n,a,w,a,-,-
nort2935,-,-,-,h,-,-,e,-,-,7,-,-,-
oldj1239,-,-,-,h,-,-,e,-,3,m,i,-,-
