language,x1,x2,x3,x4,x5,x6,x7,x8
ishi1240,-,-,b,-,o,-,-,-
take1256,-,-,b,a,u,-,-,-
hate1238,-,a,g,-,u,-,-,-
naze1238,-,-,b,-,o,-,-,-
okin1244,-,-,b,-,o,-,-,-
yona1241,-,-,s,-,u,-,-,-
miya1260,-,-,-,-,o,k,-,u
irab1238,-,-,b,-,o,-,-,-
tara1319,-,-,b,-,o,-,-,-
ikem1235,-,-,b,a,u,-,-,-
chik1251,-,-,b,-,o,-,-,-
kuma1281,-,-,b,-,o,-,-,-
naga1405,-,-,b,-,o,-,-,-
miya1258,-,-,b,-,o,-,-,-
oita1237,-,-,b,-,o,-,-,-
toky1238,-,-,b,-,o,-,-,-
yama1263,-,-,b,-,o,-,-,-
hokk1243,-,-,b,-,o,-,-,-
gifu1238,-,-,b,-,o,-,-,-
gifu1238,-,-,b,-,o,-,-,-
shiz1237,-,-,b,-,o,-,-,-
gunm1237,-,-,b,-,o,-,-,-
chic1269,-,-,b,-,o,-,-,-
toch1258,-,-,b,-,o,-,-,-
kana1290,-,-,b,-,o,-,-,-
iyob1237,-,-,b,-,o,-,-,-
tott1237,-,-,b,-,o,-,-,-
miee1237,-,-,b,-,o,-,-,-
kaga1258,-,-,b,-,o,-,-,-
toku1245,-,-,b,-,o,-,-,-
kyot1238,-,-,b,-,o,-,-,-
osak1237,-,-,b,-,o,-,-,-
waka1279,-,-,b,-,o,-,-,-
shig1237,-,-,b,-,o,-,-,-
kobe1244,-,-,b,-,o,-,-,-
okay1237,-,-,b,-,o,-,-,-
yama1261,-,-,b,-,o,-,-,-
fuku1241,-,-,b,-,a,-,-,i
kana1289,-,-,b,-,o,-,-,-
naga1408,-,-,b,-,o,-,-,-
hiro1237,-,-,b,-,o,-,-,-
ibar1242,-,-,b,-,o,-,-,-
chib1248,-,-,b,-,o,-,-,-
hata1244,-,-,b,-,o,-,-,-
toya1237,-,-,b,-,o,-,-,-
niig1237,-,-,b,-,o,-,-,-
fuku1243,-,-,b,-,o,-,-,-
send1240,-,-,b,-,o,-,-,-
yama1262,-,-,b,-,o,-,-,-
akit1240,-,-,b,-,o,-,-,-
tsug1237,-,-,b,-,o,-,-,-
kese1237,-,-,b,-,o,7,k,i
izum1237,-,-,b,-,o,-,-,-
hach1239,-,-,b,-,o,-,-,u
saga1265,-,-,b,-,o,d,-,e
nort2935,-,-,b,-,o,-,-,-
oldj1239,s,a,w,-,o,-,-,-
