language,x1,x2,x3,x4,x5,x6
ishi1240,t,u,-,s,i,3
take1256,t,u,-,S,i,-
hate1238,t,u,-,s,i,3
naze1238,t,u,-,S,i,-
okin1244,t,u,-,S,i,-
yona1241,t,u,t,S,i,-
miya1260,t,u,-,s,i,3
irab1238,t,u,-,s,i,3
tara1319,t,u,-,s,i,3
ikem1235,t,u,-,s,i,3
chik1251,t,o,-,S,i,-
kuma1281,t,o,-,S,i,-
naga1405,t,o,-,S,i,-
miya1258,t,o,-,S,i,-
oita1237,t,o,-,S,i,-
toky1238,t,o,-,S,i,-
yama1263,t,o,-,S,i,-
hokk1243,t,o,-,S,i,-
gifu1238,t,o,-,S,i,-
gifu1238,t,o,-,S,i,-
shiz1237,t,o,-,S,i,-
gunm1237,t,o,-,S,i,-
chic1269,t,o,-,S,i,-
toch1258,t,o,-,S,i,-
kana1290,t,o,-,S,i,-
iyob1237,t,o,-,S,i,-
tott1237,t,o,-,S,i,-
miee1237,t,o,-,S,i,-
kaga1258,t,o,-,S,i,-
toku1245,t,o,-,S,i,-
kyot1238,t,o,-,S,i,-
osak1237,t,o,-,S,i,-
waka1279,t,o,-,S,i,-
shig1237,t,o,-,S,i,-
kobe1244,t,o,-,S,i,-
okay1237,t,o,-,S,i,-
yama1261,t,o,-,S,i,-
fuku1241,t,o,-,S,i,-
kana1289,t,o,-,S,i,-
naga1408,t,o,-,S,i,-
hiro1237,t,o,-,S,i,-
ibar1242,t,o,-,S,i,-
chib1248,t,o,-,S,i,-
hata1244,t,o,-,S,i,-
toya1237,t,o,-,S,i,-
niig1237,t,o,-,S,i,-
fuku1243,t,o,-,S,i,-
send1240,t,o,-,s,u,-
yama1262,t,o,-,S,i,-
akit1240,t,o,-,S,i,-
tsug1237,t,o,-,s,u,-
kese1237,t,o,-,s,u,-
izum1237,t,o,-,S,i,-
hach1239,t,o,-,S,i,-
saga1265,t,o,-,S,i,-
nort2935,t,o,-,S,i,-
oldj1239,t,o,e,S,i,-
