language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
ishi1240,m,a,r,a,s,u,-,-,-,N,-,-,-,-,-
take1256,m,a,r,a,s,u,-,-,-,N,-,-,-,-,-
hate1238,m,a,r,a,s,u,-,-,-,N,-,-,-,-,-
naze1238,-,-,-,-,s,i,3,5,u,N,-,-,-,-,-
okin1244,m,a,-,-,s,u,-,-,-,N,-,-,-,-,-
yona1241,m,a,-,i,s,u,-,-,-,N,-,-,-,-,-
miya1260,-,-,-,-,s,i,3,-,-,N,-,-,-,-,-
irab1238,-,-,-,-,s,i,3,-,-,N,-,-,-,-,-
tara1319,-,-,-,-,s,i,3,-,-,N,-,-,-,-,-
ikem1235,-,-,-,-,s,i,3,-,-,N,-,-,-,-,-
chik1251,-,-,-,-,S,i,-,-,-,n,-,-,-,-,u
kuma1281,-,-,-,-,S,i,-,-,-,n,u,r,-,-,u
naga1405,-,-,-,-,S,i,-,-,-,n,-,-,-,-,u
miya1258,-,-,k,e,S,i,-,-,-,n,u,r,-,-,u
oita1237,-,-,-,-,S,i,-,-,-,n,u,r,-,-,u
toky1238,-,-,-,-,S,i,-,-,-,n,-,-,-,-,u
yama1263,-,-,-,-,S,i,-,-,-,n,-,-,-,-,u
hokk1243,-,-,-,-,S,i,-,-,-,n,-,-,-,-,u
gifu1238,-,-,-,-,S,i,-,-,-,n,-,-,-,-,u
gifu1238,-,-,-,-,S,i,-,-,-,n,-,-,-,-,u
shiz1237,-,-,-,-,S,i,-,-,-,n,-,-,-,-,u
gunm1237,-,-,-,-,S,i,-,-,-,n,-,-,-,-,u
chic1269,-,-,-,-,S,i,-,-,-,n,-,-,-,-,u
toch1258,-,-,-,-,S,i,-,-,-,n,-,-,-,-,u
kana1290,-,-,-,-,S,i,-,-,-,n,-,-,-,-,u
iyob1237,-,-,-,-,S,i,-,-,-,n,u,r,-,-,u
tott1237,-,-,-,-,S,i,-,-,-,n,u,r,-,-,u
miee1237,-,-,-,-,S,i,-,-,-,n,-,-,-,-,u
kaga1258,-,-,-,-,S,i,-,-,-,n,-,-,-,-,u
toku1245,-,-,-,-,S,i,-,-,-,n,-,-,-,-,u
kyot1238,-,-,-,-,S,i,-,-,-,n,-,-,-,-,u
osak1237,-,-,-,-,S,i,-,-,-,n,-,-,-,-,u
waka1279,-,-,-,-,S,i,-,-,-,n,-,-,-,-,u
shig1237,-,-,-,-,S,i,-,-,-,n,-,-,-,-,u
kobe1244,-,-,-,-,S,i,-,-,-,n,-,-,-,-,u
okay1237,-,-,-,-,S,i,-,-,-,n,u,r,-,-,u
yama1261,-,-,-,-,S,i,-,-,-,n,u,r,-,-,u
fuku1241,-,-,-,-,S,i,-,-,-,n,-,-,-,-,u
kana1289,-,-,-,-,S,i,-,-,-,N,-,-,-,-,-
naga1408,-,-,-,-,S,i,-,-,-,m,-,-,-,-,u
hiro1237,-,-,-,-,S,i,-,-,-,n,u,r,-,-,u
ibar1242,-,-,-,-,S,i,-,-,-,n,-,-,-,-,u
chib1248,-,-,-,-,S,i,-,-,-,n,-,-,-,-,u
hata1244,-,-,-,-,S,i,-,-,-,n,u,r,-,-,u
toya1237,-,-,-,-,S,i,-,-,-,n,-,-,-,-,u
niig1237,-,-,-,-,S,i,-,-,-,g,-,-,-,-,u
fuku1243,-,-,-,-,S,i,-,-,-,n,-,-,-,-,u
yama1262,-,-,-,-,S,i,-,-,-,n,-,-,-,-,u
akit1240,-,-,-,-,S,i,-,-,-,n,-,-,-,-,u
tsug1237,-,-,-,-,s,u,-,-,-,n,-,-,-,-,u
kese1237,-,-,-,-,s,u,-,-,-,n,-,-,-,-,u
izum1237,-,-,-,-,S,i,-,-,-,n,-,-,-,-,o
hach1239,-,-,-,-,-,-,-,-,-,m,a,r,u,b,u
saga1265,-,-,-,-,S,i,-,-,-,N,-,-,-,-,-
nort2935,-,-,k,e,S,i,-,-,-,N,-,-,-,-,-
oldj1239,-,-,-,-,S,i,-,-,-,n,-,-,-,-,u
