language,x1,x2,x3,x4,x5
ishi1240,n,a,r,i,3
take1256,n,a,r,u,-
hate1238,m,e,-,e,-
okin1244,n,a,-,i,-
yona1241,n,a,-,i,-
miya1260,m,-,t,a,-
irab1238,m,-,t,a,-
tara1319,n,-,-,a,l
ikem1235,m,-,t,a,-
chik1251,m,-,-,i,-
kuma1281,m,-,-,i,-
naga1405,m,-,-,i,-
miya1258,m,-,-,i,-
oita1237,m,-,-,i,-
toky1238,m,-,-,i,-
yama1263,m,-,-,i,-
hokk1243,m,-,-,i,-
gifu1238,m,-,-,i,-
gifu1238,m,-,-,i,-
shiz1237,m,-,-,i,-
gunm1237,m,-,-,i,-
chic1269,m,-,-,i,-
toch1258,m,-,-,i,-
kana1290,m,-,-,i,-
iyob1237,m,-,-,i,-
tott1237,m,-,-,i,-
miee1237,m,-,-,i,-
kaga1258,m,-,-,i,-
toku1245,m,-,-,i,-
kyot1238,m,-,-,i,-
osak1237,m,-,-,i,-
waka1279,m,-,-,i,-
shig1237,m,-,-,i,-
kobe1244,m,-,-,i,-
okay1237,m,-,-,i,-
yama1261,m,-,-,i,-
fuku1241,m,-,-,i,-
kana1289,m,-,-,i,-
naga1408,m,-,-,i,-
hiro1237,m,-,-,i,-
ibar1242,m,-,-,i,-
chib1248,m,-,-,i,-
hata1244,m,-,-,i,-
toya1237,m,-,-,i,-
niig1237,m,-,-,i,-
fuku1243,m,-,-,i,-
send1240,m,-,-,i,-
yama1262,m,-,-,i,-
akit1240,m,-,-,i,-
kese1237,m,-,-,i,-
izum1237,m,-,-,i,-
hach1239,m,-,-,i,-
saga1265,m,-,-,i,-
nort2935,m,-,-,i,-
oldj1239,m,-,-,i,3
