language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
ishi1240,-,-,-,-,-,N,b,u,s,-,-,a,-,-,-,-,-,-,N,-
take1256,-,-,g,-,u,7,b,-,-,-,-,a,-,-,-,-,-,-,N,-
hate1238,s,-,i,-,3,-,-,-,t,-,-,a,g,i,S,i,h,a,N,-
naze1238,-,-,7,-,u,N,b,u,S,-,-,a,-,-,-,-,-,-,N,-
okin1244,-,-,7,-,u,N,b,u,S,-,-,e,-,-,-,-,-,-,N,-
yona1241,-,-,7,-,i,N,-,-,s,-,-,a,-,-,-,-,-,-,N,-
miya1260,-,-,-,-,i,-,v,a,k,-,-,a,-,-,-,-,-,-,i,3
irab1238,-,-,y,-,u,-,v,a,k,-,-,a,-,-,-,-,-,-,l,-
tara1319,-,-,-,-,i,-,v,u,S,-,-,a,-,-,-,-,-,-,l,-
ikem1235,-,-,-,-,N,-,b,u,k,-,-,a,-,-,-,-,-,-,i,-
chik1251,-,-,-,-,o,-,m,o,t,a,k,a,-,-,-,-,-,-,-,-
kuma1281,-,-,-,-,o,-,m,u,k,-,-,a,-,-,-,-,-,-,-,-
naga1405,-,-,-,-,o,-,m,o,k,-,-,a,-,-,-,-,-,-,-,-
miya1258,-,-,-,-,o,-,N,-,t,-,-,e,-,-,-,-,-,-,-,-
oita1237,-,-,-,-,o,-,m,u,t,-,-,E,-,-,-,-,-,-,-,-
toky1238,-,-,-,-,o,-,m,o,-,-,-,i,-,-,-,-,-,-,-,-
yama1263,-,-,-,-,o,-,m,o,-,-,-,i,-,-,-,-,-,-,-,-
hokk1243,-,-,-,-,o,-,m,o,-,-,-,i,-,-,-,-,-,-,-,-
gifu1238,-,-,-,-,o,-,m,-,-,-,-,e,-,-,-,-,-,-,-,-
gifu1238,-,-,-,-,o,-,m,-,-,-,-,e,-,-,-,-,-,-,-,-
shiz1237,-,-,-,-,o,-,m,o,-,-,-,i,-,-,-,-,-,-,-,-
gunm1237,-,-,-,-,o,-,m,o,t,-,-,e,-,-,-,-,-,-,-,-
chic1269,-,-,-,-,o,-,m,o,t,-,-,e,-,-,-,-,-,-,-,-
toch1258,-,-,-,-,o,-,m,o,-,-,-,i,-,-,-,-,-,-,-,-
kana1290,-,-,-,-,o,-,m,o,t,-,-,e,-,-,-,-,-,-,-,-
iyob1237,-,-,-,-,o,-,m,o,t,a,-,i,-,-,-,-,-,-,-,-
tott1237,-,-,-,-,o,-,m,o,t,a,-,o,-,-,-,-,-,-,-,-
miee1237,-,-,-,-,o,-,m,o,-,-,-,i,-,-,-,-,-,-,-,-
kaga1258,-,-,-,-,o,-,m,o,-,-,-,i,-,-,-,-,-,-,-,-
toku1245,-,-,-,-,o,-,m,o,-,-,-,i,-,-,-,-,-,-,-,-
kyot1238,-,-,-,-,o,-,m,o,t,a,-,i,-,-,-,-,-,-,-,-
osak1237,-,-,-,-,o,-,m,o,-,-,-,i,-,-,-,-,-,-,-,-
waka1279,-,-,-,-,o,-,m,o,t,a,-,o,-,-,-,-,-,-,-,-
shig1237,-,-,-,-,o,-,m,o,-,-,-,i,-,-,-,-,-,-,-,-
kobe1244,-,-,-,-,o,-,m,o,t,a,-,i,-,-,-,-,-,-,-,-
okay1237,-,-,-,-,o,-,m,-,-,-,-,e,-,-,-,-,-,-,-,-
yama1261,-,-,-,-,o,-,m,o,t,-,-,E,-,-,-,-,-,-,-,-
fuku1241,-,-,-,-,o,-,m,o,-,-,-,i,-,-,-,-,-,-,-,-
kana1289,-,-,-,-,o,-,b,o,t,a,-,i,-,-,-,-,-,-,-,-
naga1408,-,-,y,-,o,-,m,o,t,-,-,e,-,-,-,-,-,-,-,-
hiro1237,-,-,-,-,o,-,m,o,t,-,-,a,-,-,-,-,-,-,-,-
ibar1242,-,-,-,-,o,-,m,o,-,-,-,e,-,-,-,-,-,-,-,-
chib1248,-,-,-,-,-,-,N,-,t,-,-,E,-,-,-,-,-,-,-,-
hata1244,-,-,-,-,o,-,m,o,t,a,-,i,-,-,-,-,-,-,-,-
toya1237,-,-,-,-,o,-,m,o,-,-,-,i,-,-,-,-,-,-,-,-
niig1237,-,-,-,-,o,-,m,o,t,-,-,E,-,-,-,-,-,-,-,-
fuku1243,-,-,-,-,o,-,m,o,-,-,-,i,-,-,-,-,-,-,-,-
send1240,-,-,-,-,o,-,m,o,d,-,-,E,-,-,-,-,-,-,-,-
yama1262,-,-,-,-,o,-,b,o,d,-,-,E,-,-,-,-,-,-,-,-
akit1240,-,-,-,-,o,-,b,o,d,-,-,E,-,-,-,-,-,-,-,-
tsug1237,m,o,d,E,o,-,m,o,d,-,-,E,-,-,-,-,-,-,-,-
kese1237,-,-,-,-,o,-,m,o,d,-,-,E,-,-,-,-,-,-,-,-
izum1237,-,-,-,-,-,-,m,o,t,a,-,e,-,-,-,-,-,-,-,-
hach1239,-,-,-,-,o,-,m,o,k,y,-,a,-,-,-,-,-,-,-,-
saga1265,-,-,-,-,o,-,b,u,t,a,k,a,-,-,-,-,-,-,-,-
nort2935,-,-,-,-,o,-,b,-,-,-,-,i,-,-,-,-,-,-,-,-
oldj1239,-,-,-,-,o,-,m,o,S,-,-,i,-,-,-,-,-,-,-,-
