language,x1,x2,x3,x4,x5,x6,x7,x8
ishi1240,m,-,-,u,-,-,r,u
take1256,m,-,-,u,-,-,r,u
hate1238,m,u,r,u,-,-,N,-
naze1238,g,-,-,o,7,-,t,o
okin1244,m,-,-,u,-,-,r,u
yona1241,m,-,-,u,-,-,r,u
miya1260,m,-,-,-,-,-,n,a
irab1238,m,-,-,-,-,-,n,a
tara1319,m,-,-,-,-,-,n,a
ikem1235,m,-,-,-,-,-,n,a
chik1251,s,o,-,y,-,-,-,o
kuma1281,m,-,-,i,-,-,n,a
naga1405,m,-,-,i,N,-,n,a
miya1258,m,-,-,i,N,-,n,a
oita1237,m,-,-,i,N,-,n,a
toky1238,m,-,-,i,N,-,-,a
yama1263,m,-,-,i,N,-,n,a
hokk1243,m,-,-,i,N,-,n,a
gifu1238,m,-,-,i,N,-,n,a
gifu1238,m,-,-,i,N,-,n,a
shiz1237,m,-,-,i,N,-,n,a
gunm1237,m,-,-,i,N,-,n,a
chic1269,m,-,-,i,N,-,-,a
toch1258,m,-,-,i,-,-,n,a
kana1290,m,-,-,i,N,-,n,a
iyob1237,m,-,-,i,N,-,n,a
tott1237,m,-,-,i,N,-,n,a
miee1237,m,-,-,i,-,-,n,a
kaga1258,m,-,-,i,N,-,n,a
toku1245,m,-,-,i,-,-,n,a
kyot1238,m,-,-,i,N,-,n,a
osak1237,m,-,-,i,-,-,n,a
waka1279,m,-,-,i,N,-,n,a
shig1237,m,-,-,i,-,-,n,a
kobe1244,m,-,-,i,N,-,n,a
okay1237,m,-,-,i,N,-,n,a
yama1261,m,-,-,i,N,-,n,a
fuku1241,m,-,-,i,N,-,n,a
kana1289,-,-,-,-,N,-,n,a
naga1408,m,-,-,i,N,-,n,a
hiro1237,m,-,-,i,N,-,n,a
ibar1242,m,-,-,i,N,-,n,a
chib1248,m,-,-,i,N,-,-,a
hata1244,m,-,-,i,N,-,n,a
toya1237,-,-,-,-,N,-,n,a
niig1237,-,-,-,-,N,-,n,a
fuku1243,m,-,-,i,N,-,n,a
send1240,m,-,-,i,N,-,n,a
yama1262,m,-,-,i,N,-,n,a
akit1240,m,-,-,i,N,-,n,a
tsug1237,m,-,-,i,N,-,n,a
kese1237,m,-,-,i,N,-,n,a
izum1237,m,-,-,e,N,-,n,a
hach1239,m,-,-,e,N,-,n,a
saga1265,S,-,-,i,7,k,y,a
nort2935,m,-,-,i,N,-,n,a
oldj1239,m,-,-,i,3,-,n,a
