language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
take1256,k,a,n,u,-,-,-,-,-,-,p,u,s,-,u,-
naze1238,7,a,N,-,-,-,-,-,-,-,t,-,S,7,u,-
okin1244,7,a,N,-,-,-,-,-,-,-,t,-,S,-,u,-
miya1260,k,a,n,u,-,-,p,-,i,7,t,-,-,-,u,-
irab1238,k,a,n,u,-,-,7,p,i,-,t,-,-,-,u,-
tara1319,k,a,n,u,-,-,7,p,i,-,t,-,-,-,u,-
ikem1235,k,a,n,u,-,-,s,-,i,3,t,-,-,-,u,-
chik1251,-,a,-,-,-,-,-,-,-,-,r,-,-,-,e,-
kuma1281,-,a,-,-,-,-,-,-,-,-,r,-,-,-,u,-
naga1405,-,a,n,o,-,-,S,-,i,-,t,-,-,-,o,-
miya1258,-,a,n,o,-,-,S,-,i,-,t,-,-,-,o,-
oita1237,-,a,-,-,-,-,-,-,i,-,t,-,-,-,u,-
toky1238,-,a,n,o,-,-,S,-,i,-,t,-,-,-,o,-
yama1263,-,a,n,o,-,-,S,-,i,-,t,-,-,-,o,-
hokk1243,-,a,n,o,-,-,S,-,i,-,t,-,-,-,o,-
gifu1238,-,E,-,-,-,-,-,-,-,-,t,-,s,-,u,-
gifu1238,-,E,-,-,-,-,-,-,-,-,t,-,s,-,u,-
shiz1237,-,a,n,o,-,-,S,-,i,-,t,-,-,-,o,-
gunm1237,-,a,n,o,-,-,S,-,i,-,t,-,-,-,o,-
chic1269,-,a,n,o,-,-,S,-,i,-,t,-,-,-,o,-
toch1258,-,a,n,o,-,-,S,-,i,-,t,-,-,-,o,-
kana1290,-,a,n,o,-,-,S,-,i,-,t,-,-,-,o,-
iyob1237,-,a,n,o,-,-,S,-,i,-,t,-,-,-,o,-
tott1237,-,a,n,o,-,-,m,-,-,-,-,-,-,-,o,N
miee1237,-,a,n,o,-,-,S,-,i,-,t,-,-,-,o,-
kaga1258,-,a,n,o,-,-,S,-,i,-,t,-,-,-,o,-
toku1245,-,a,n,o,-,-,S,-,i,-,t,-,-,-,o,-
kyot1238,-,a,n,o,-,-,S,-,i,-,t,-,-,-,o,-
osak1237,-,a,n,o,-,-,S,-,i,-,t,-,-,-,o,-
waka1279,-,a,n,o,-,-,S,-,i,-,t,-,-,-,o,-
shig1237,-,a,n,o,-,-,S,-,i,-,t,-,-,-,o,-
kobe1244,-,a,n,o,-,-,S,-,i,-,t,-,-,-,o,-
okay1237,-,a,n,o,-,-,m,-,e,-,-,-,-,-,-,-
yama1261,-,a,n,o,-,-,S,-,i,-,t,-,-,-,o,-
fuku1241,-,a,n,o,-,-,S,-,i,-,t,-,-,-,o,-
kana1289,-,a,n,o,-,-,S,-,i,-,t,-,-,-,o,-
naga1408,-,a,n,o,-,-,S,-,i,-,t,-,-,-,o,-
hiro1237,-,a,-,-,-,-,-,-,-,-,r,-,-,-,e,-
ibar1242,-,a,n,o,-,-,S,-,i,-,t,-,-,-,o,-
chib1248,-,a,n,o,-,-,S,-,i,-,t,-,-,-,o,-
hata1244,-,a,n,o,-,-,S,-,i,-,t,-,-,-,o,-
toya1237,-,a,n,o,-,-,S,-,i,-,t,-,-,-,o,-
niig1237,-,a,n,o,-,-,S,-,i,-,t,-,-,-,o,-
fuku1243,-,a,n,o,-,-,S,-,i,-,t,-,-,-,o,-
send1240,-,a,-,e,-,-,-,-,-,-,d,-,z,-,u,-
yama1262,-,a,-,e,-,-,-,-,-,-,d,-,Z,-,i,-
akit1240,-,a,n,o,-,-,b,-,u,-,t,-,-,-,o,-
tsug1237,-,a,n,o,-,-,b,-,u,-,t,-,-,-,o,-
kese1237,-,a,n,o,-,-,S,-,i,-,t,-,-,-,o,-
izum1237,-,a,n,o,-,-,b,-,u,-,t,-,-,-,o,-
hach1239,-,a,n,o,-,-,S,-,i,-,t,-,-,-,o,-
saga1265,-,a,-,-,-,-,-,-,i,-,-,-,-,-,-,-
nort2935,-,a,N,-,-,-,S,-,i,-,-,-,-,-,-,-
oldj1239,7,a,n,u,7,t,S,-,-,-,-,-,-,-,u,-
