language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28
ishi1240,-,-,b,u,-,-,-,-,-,-,-,-,d,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
take1256,-,-,b,u,-,-,-,-,-,-,-,-,t,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
hate1238,-,-,b,u,-,-,-,-,-,-,-,-,d,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
naze1238,-,-,-,u,-,-,-,-,-,-,-,-,t,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
okin1244,-,-,-,u,-,-,-,-,-,-,-,-,t,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
yona1241,-,-,b,u,-,-,-,-,-,-,-,-,t,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
miya1260,-,-,b,u,-,-,-,-,-,-,-,-,t,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
irab1238,-,-,b,u,-,-,-,-,-,-,-,-,t,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
tara1319,-,-,b,u,-,-,-,-,-,-,-,-,t,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
ikem1235,-,-,b,u,-,-,-,-,-,-,-,-,t,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-
chik1251,-,-,-,o,-,-,-,-,-,-,-,-,t,o,s,-,-,a,-,-,-,-,-,-,-,N,-,-
naga1405,-,-,S,u,-,-,-,-,-,-,-,-,d,-,Z,-,-,i,-,-,-,-,-,-,-,N,-,-
miya1258,-,-,-,u,-,-,-,-,-,-,-,-,t,-,S,-,-,i,-,-,-,-,-,-,-,-,-,-
oita1237,-,-,-,o,-,-,-,-,y,a,k,a,t,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
toky1238,-,-,-,o,-,-,-,-,-,-,7,-,t,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
yama1263,-,-,-,o,-,-,-,-,-,-,7,-,t,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
hokk1243,-,-,-,o,-,-,-,-,-,-,7,-,t,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
gifu1238,-,-,-,o,-,-,-,-,-,-,7,-,t,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
gifu1238,-,-,S,u,-,-,-,-,-,-,-,-,d,-,-,-,-,Z,-,-,-,-,-,-,i,N,-,-
shiz1237,-,-,-,o,-,-,-,-,-,-,-,-,t,-,-,-,-,o,-,-,-,s,-,-,a,N,-,-
gunm1237,-,-,-,-,-,-,-,-,-,-,-,-,t,-,s,-,-,u,-,-,r,e,-,-,a,i,-,-
chic1269,-,-,-,-,-,-,-,-,-,-,-,-,t,-,s,-,-,u,-,-,r,e,-,-,a,i,-,-
