language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
ishi1240,b,a,-,-,-,-,-,-,-,-,-,-,-
take1256,y,a,-,-,-,-,r,a,b,-,i,-,-
hate1238,7,u,-,-,-,-,t,a,m,-,a,-,-
naze1238,w,a,-,-,-,-,r,a,b,z,i,-,3
okin1244,w,a,-,-,-,-,r,a,b,-,i,-,-
yona1241,-,a,-,-,-,-,g,a,m,-,i,-,-
miya1260,7,-,-,-,-,-,-,-,f,-,a,-,-
irab1238,7,-,-,-,-,-,-,-,f,-,a,-,-
tara1319,7,-,-,-,-,-,-,-,f,-,a,-,-
ikem1235,7,-,-,-,-,-,-,-,f,-,a,-,-
chik1251,k,o,-,-,-,-,d,o,m,-,o,-,-
kuma1281,k,o,-,-,-,-,d,o,m,-,u,-,-
naga1405,k,o,-,-,-,-,d,o,m,-,o,-,-
miya1258,k,o,-,-,-,-,d,o,m,-,u,-,-
oita1237,k,o,-,-,-,-,d,o,m,-,u,-,-
toky1238,k,o,-,-,-,-,d,o,m,-,o,-,-
yama1263,k,o,-,-,-,-,d,o,m,-,o,-,-
hokk1243,k,o,-,-,-,-,d,o,m,-,o,-,-
gifu1238,k,o,-,-,-,-,d,o,m,-,o,-,-
gifu1238,k,o,-,-,-,-,d,o,m,-,o,-,-
shiz1237,k,o,-,-,-,-,d,o,m,-,o,-,-
gunm1237,k,o,-,-,-,-,d,o,m,-,o,-,-
chic1269,k,o,-,-,-,-,d,o,m,-,o,-,-
toch1258,k,o,-,-,-,-,d,o,m,-,o,-,-
kana1290,k,o,-,-,-,-,d,o,m,-,o,-,-
iyob1237,k,o,-,-,-,-,d,o,m,-,o,-,-
tott1237,k,o,-,-,-,-,d,o,m,-,o,-,-
miee1237,k,o,-,-,-,-,d,o,m,-,o,-,-
kaga1258,k,o,-,-,-,-,d,o,m,-,o,-,-
toku1245,k,o,-,-,-,-,d,o,m,-,o,-,-
kyot1238,k,o,-,-,-,-,d,o,m,-,o,-,-
osak1237,k,o,-,-,-,-,r,o,m,-,o,-,-
waka1279,k,o,-,-,-,-,r,o,m,-,o,-,-
shig1237,k,o,-,-,-,-,d,o,m,-,o,-,-
kobe1244,k,o,-,-,-,-,d,o,m,-,o,-,-
okay1237,k,o,-,-,-,-,d,o,m,-,o,-,-
yama1261,k,o,-,-,-,-,d,o,m,-,o,-,-
fuku1241,k,o,-,-,-,-,d,o,m,-,o,-,-
kana1289,k,o,-,-,-,-,d,o,m,-,o,-,-
naga1408,k,o,-,-,-,-,d,o,m,-,o,-,-
hiro1237,k,o,-,-,-,-,d,o,m,-,o,-,-
ibar1242,k,o,-,-,-,-,d,o,m,-,o,-,-
chib1248,k,o,-,-,-,-,d,o,m,-,o,-,-
hata1244,k,o,N,-,-,-,d,o,m,-,o,-,-
toya1237,k,o,-,-,-,-,d,o,m,-,o,-,-
niig1237,k,o,-,-,-,-,r,o,m,-,o,-,-
fuku1243,w,a,-,-,-,-,r,-,-,-,a,S,i
send1240,w,a,-,-,-,-,r,a,s,-,u,-,-
yama1262,k,o,k,o,S,i,r,-,-,-,a,-,-
akit1240,w,a,-,-,-,-,r,a,S,-,i,-,-
tsug1237,w,a,-,-,-,-,r,a,s,-,u,-,-
kese1237,w,a,-,-,-,-,r,a,s,-,u,-,-
izum1237,k,o,-,-,-,-,d,o,m,-,o,-,-
hach1239,k,-,-,-,-,-,-,-,-,-,o,-,-
saga1265,g,o,-,-,-,-,d,o,N,-,-,-,-
nort2935,k,o,-,-,-,-,d,o,N,-,-,-,-
oldj1239,w,a,-,-,-,-,r,a,h,-,a,-,-
