language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
ishi1240,-,y,-,-,-,-,a,-,n,-,-,-,-,-,i,-,-,-,7,S,a,-,-,-,N,-,-,-,-,-
take1256,-,y,-,-,-,-,a,-,n,-,-,-,-,-,i,-,-,-,y,-,a,-,-,-,N,-,-,-,-,-
hate1238,-,y,-,-,-,-,a,-,N,-,-,-,-,S,i,-,-,-,h,-,a,-,-,-,N,-,-,-,-,-
okin1244,-,h,-,-,-,-,o,-,g,-,-,-,o,S,e,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-
yona1241,-,d,-,-,-,-,i,-,n,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,N,-,-,-,-,-
miya1260,-,s,-,-,-,-,i,3,k,-,-,-,-,-,a,-,-,-,t,-,a,-,-,-,-,-,-,-,-,-
irab1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,S,a,-,-,-,n,a,g,i,-,-
tara1319,-,-,-,-,-,-,-,-,s,-,-,-,-,-,i,3,p,u,t,-,a,l,m,u,n,-,-,u,-,-
ikem1235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,S,a,-,-,-,n,a,-,-,-,-
chik1251,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,a,-,-,-,m,e,S,i,k,a
kuma1281,-,-,-,-,-,-,-,-,k,-,-,-,-,-,i,-,-,-,t,-,a,-,-,-,n,a,k,a,-,-
naga1405,-,y,-,-,-,-,o,-,7,s,o,w,a,S,i,-,-,-,k,-,a,-,-,-,-,-,-,-,-,-
miya1258,-,-,-,-,-,-,-,-,k,-,-,-,-,-,i,-,-,-,s,-,a,-,-,-,n,-,-,e,-,-
oita1237,-,-,-,-,-,-,-,-,k,-,-,-,-,-,i,-,-,-,s,-,a,-,-,-,n,-,-,e,-,-
toky1238,-,-,-,-,-,-,-,-,k,-,-,-,-,-,i,-,-,-,t,-,a,-,-,-,n,a,-,i,-,-
yama1263,-,-,-,-,-,-,-,-,k,-,-,-,-,-,i,-,-,-,t,-,a,-,-,-,n,a,-,i,-,-
hokk1243,-,-,-,-,-,-,-,-,k,-,-,-,-,-,i,-,-,-,t,-,a,-,-,-,n,a,-,i,-,-
gifu1238,-,-,-,-,-,-,-,-,k,-,-,-,-,-,i,-,-,-,t,-,a,-,-,-,n,E,-,-,-,-
gifu1238,-,-,-,-,-,-,-,-,k,-,-,-,-,-,i,-,-,-,t,-,a,-,-,-,n,E,-,-,-,-
shiz1237,-,-,-,-,-,-,-,-,k,-,-,-,-,-,i,-,7,-,t,-,a,-,-,-,n,E,-,-,-,-
gunm1237,-,-,-,-,-,-,-,-,k,-,-,-,-,-,i,-,-,-,t,-,a,-,-,-,n,e,-,-,-,-
chic1269,-,-,-,-,-,-,-,-,k,-,-,-,-,-,i,-,-,-,t,-,a,-,-,-,n,e,-,-,-,-
toch1258,-,-,-,-,-,-,-,-,k,-,-,-,-,-,i,-,-,-,t,-,a,-,-,-,n,a,-,i,-,-
kana1290,-,-,-,-,-,-,-,-,k,-,-,-,-,-,i,-,-,-,t,-,a,-,-,-,n,e,-,-,-,-
iyob1237,-,-,-,-,-,-,-,-,k,-,-,-,-,-,i,-,-,-,t,-,a,-,-,-,n,a,-,i,-,-
tott1237,-,-,-,-,-,-,-,-,k,-,-,-,-,-,i,-,-,-,t,-,a,-,-,-,n,a,-,i,-,-
miee1237,-,-,-,-,-,-,-,-,k,-,-,-,-,-,i,-,-,-,t,-,a,-,-,-,n,a,-,i,-,-
kaga1258,-,-,-,-,-,-,-,-,k,-,-,-,-,-,i,-,-,-,t,-,a,-,-,-,n,a,-,i,-,-
toku1245,-,-,-,-,-,-,-,-,k,-,-,-,-,-,i,-,-,-,t,-,a,-,-,-,n,a,-,i,-,-
kyot1238,-,-,-,-,-,-,-,-,k,-,-,-,-,-,i,-,-,-,t,-,a,-,-,-,n,a,-,i,-,-
osak1237,-,-,-,-,-,-,-,-,k,-,-,-,-,-,i,-,-,-,t,-,a,-,-,-,n,a,-,i,-,-
waka1279,-,-,-,-,-,-,-,-,k,-,-,-,-,-,i,-,-,-,t,-,a,-,-,-,n,a,-,i,-,-
shig1237,-,-,-,-,-,-,-,-,k,-,-,-,-,-,i,-,-,-,t,-,a,-,-,-,n,a,-,e,-,-
kobe1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,S,a,-,-,-,n,a,-,i,-,-
okay1237,-,-,-,-,-,-,-,-,k,-,-,-,-,-,i,-,-,-,t,-,a,-,-,-,n,e,-,-,-,-
yama1261,-,-,-,-,-,-,-,-,k,-,-,-,-,-,i,-,-,-,t,-,a,-,-,-,n,E,-,-,-,-
fuku1241,-,-,-,-,-,-,-,-,k,-,-,-,-,-,i,-,-,-,t,-,a,-,-,-,n,a,-,i,-,-
kana1289,-,-,-,-,-,-,-,-,k,-,-,-,-,-,i,-,-,-,t,-,a,-,-,-,n,a,-,i,-,-
naga1408,-,-,-,-,-,-,-,-,k,-,-,-,-,-,i,-,7,-,t,-,a,-,-,-,n,-,-,e,-,-
hiro1237,-,-,-,-,-,-,-,-,k,-,-,-,-,-,i,-,-,-,t,-,a,-,-,-,n,a,-,-,-,-
ibar1242,-,-,-,-,-,-,-,-,k,-,-,-,-,-,i,-,-,-,t,-,a,-,-,-,n,-,-,e,-,-
chib1248,-,-,-,-,-,-,-,-,k,-,-,-,-,-,i,-,-,-,t,-,a,-,-,-,n,E,-,-,-,-
hata1244,N,d,-,-,-,-,a,-,k,-,-,-,-,-,i,-,-,-,d,Z,a,-,-,-,-,-,-,-,-,-
toya1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,d,z,a,k,-,u,r,a,S,i,-,-
niig1237,-,-,-,-,-,-,-,-,k,-,-,-,-,-,i,-,7,-,t,-,a,-,-,-,n,E,-,-,-,-
fuku1243,-,-,-,-,-,-,-,-,k,-,-,-,-,-,i,-,7,-,t,-,a,-,-,-,n,E,-,-,-,-
send1240,-,-,-,-,-,-,-,-,k,-,-,-,-,-,i,-,-,-,d,-,a,-,-,-,n,E,-,-,-,-
yama1262,-,-,-,-,-,-,-,-,b,-,-,-,-,-,i,-,-,-,S,-,o,-,-,-,-,-,-,-,-,-
akit1240,-,-,-,-,-,-,-,-,k,-,-,-,-,-,i,-,-,-,t,-,a,-,-,-,n,E,-,-,-,-
tsug1237,-,-,-,-,-,-,-,-,k,-,-,-,-,-,i,-,-,-,t,-,a,-,-,-,n,E,-,-,-,-
kese1237,-,-,-,-,-,-,-,-,k,-,-,-,-,-,i,-,7,-,t,-,a,-,-,-,n,E,-,-,-,-
izum1237,-,-,-,-,-,-,-,-,k,-,-,-,-,-,i,-,-,-,t,-,a,-,-,-,n,-,-,e,-,-
hach1239,-,-,-,-,-,-,-,-,k,-,-,-,-,-,i,-,-,-,t,-,a,-,-,-,n,a,k,y,-,a
saga1265,-,y,o,s,o,w,a,-,S,-,-,-,-,-,i,-,-,-,k,-,a,-,-,-,-,-,-,-,-,-
nort2935,-,-,-,-,-,-,-,-,k,-,-,-,-,-,i,-,-,-,7,s,a,-,-,-,n,a,k,a,-,-
oldj1239,-,-,-,-,-,-,-,-,k,-,-,-,-,-,i,-,-,-,t,-,a,-,-,-,n,a,S,i,-,-
