language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
ishi1240,m,a,i,S,-,-,-,-,-,-,-,-,-,-,a,N,-
take1256,-,-,-,p,-,i,-,-,-,d,-,-,z,-,o,N,-
hate1238,p,-,-,s,-,i,3,s,u,h,-,-,-,-,a,N,-
naze1238,-,-,-,S,-,i,-,-,-,r,u,-,S,-,a,N,-
okin1244,-,-,-,S,-,i,-,-,-,r,u,-,S,-,e,N,-
yona1241,m,a,i,s,-,-,-,-,-,-,-,-,-,-,a,N,-
miya1260,p,-,-,s,-,i,3,s,u,k,-,-,-,-,a,i,3
irab1238,p,-,-,s,-,i,3,s,u,k,-,-,-,-,a,-,l
tara1319,p,-,-,s,-,i,3,s,u,S,-,-,-,-,a,-,l
ikem1235,-,-,-,b,u,i,-,-,-,k,-,-,-,-,a,i,-
chik1251,-,-,-,S,-,i,-,-,-,r,o,-,k,-,a,-,-
kuma1281,-,-,-,S,-,i,-,-,-,r,o,-,k,-,a,-,-
naga1405,-,-,-,S,-,i,-,-,-,r,o,-,k,-,a,-,-
miya1258,-,-,-,S,-,i,-,-,-,r,-,-,-,-,i,-,-
oita1237,-,-,-,S,-,i,-,-,-,r,-,-,-,-,i,-,-
toky1238,-,-,-,S,-,i,-,-,-,r,o,-,-,-,i,-,-
yama1263,-,-,-,S,-,i,-,-,-,r,o,-,-,-,i,-,-
hokk1243,-,-,-,S,-,i,-,-,-,r,o,-,-,-,i,-,-
gifu1238,-,-,-,S,-,i,-,-,-,r,-,-,-,-,e,-,-
gifu1238,-,-,-,S,-,i,-,-,-,r,-,-,-,-,e,-,-
shiz1237,-,-,-,S,-,i,-,-,-,r,-,-,-,-,e,-,-
gunm1237,-,-,-,S,-,i,-,-,-,r,o,-,-,-,i,-,-
chic1269,-,-,-,b,-,i,-,-,-,r,-,-,-,-,e,-,-
toch1258,-,-,-,S,-,i,-,-,-,r,o,-,-,-,i,-,-
kana1290,-,-,-,S,-,i,-,-,-,r,-,-,-,-,e,-,-
iyob1237,-,-,-,S,-,i,-,-,-,r,o,-,-,-,i,-,-
tott1237,-,-,-,S,-,i,-,-,-,r,o,-,-,-,i,-,-
miee1237,-,-,-,S,-,i,-,-,-,r,o,-,-,-,i,-,-
kaga1258,-,-,-,S,-,i,-,-,-,r,o,-,-,-,i,-,-
toku1245,-,-,-,S,-,i,-,-,-,r,o,-,-,-,i,-,-
kyot1238,-,-,-,S,-,i,-,-,-,r,o,-,-,-,i,-,-
osak1237,-,-,-,S,-,i,-,-,-,r,o,-,-,-,i,-,-
waka1279,-,-,-,S,-,i,-,-,-,r,o,-,-,-,i,-,-
shig1237,-,-,-,S,-,i,-,-,-,r,o,-,-,-,i,-,-
kobe1244,-,-,-,S,-,i,-,-,-,r,o,-,-,-,i,-,-
okay1237,-,-,-,S,-,i,-,-,-,r,-,-,-,-,e,-,-
yama1261,-,-,-,S,-,i,-,-,-,r,-,-,-,-,e,-,-
fuku1241,-,-,-,S,-,i,-,-,-,r,o,-,-,-,i,-,-
kana1289,-,-,-,S,-,i,-,-,-,r,o,-,-,-,i,-,-
naga1408,-,-,-,S,-,i,-,-,-,r,-,-,-,-,e,-,-
hiro1237,-,-,-,S,-,i,-,-,-,r,o,-,-,-,i,-,-
ibar1242,-,-,-,S,-,i,-,-,-,r,o,-,-,-,e,-,-
chib1248,-,-,-,S,-,i,-,-,-,r,-,-,-,-,e,-,-
hata1244,-,-,-,S,-,i,-,-,-,r,o,-,-,-,i,-,-
toya1237,-,-,-,h,-,e,-,-,-,r,o,-,-,-,i,-,-
niig1237,-,-,-,S,-,i,-,-,-,r,-,-,-,-,e,-,-
fuku1243,-,-,-,S,-,i,-,-,-,r,o,-,-,-,i,-,-
send1240,-,-,-,S,-,i,-,-,-,r,o,-,-,-,e,-,-
yama1262,-,-,-,b,-,i,-,-,-,r,-,-,-,-,e,-,-
akit1240,-,-,-,S,-,i,-,-,-,r,-,-,-,-,e,-,-
tsug1237,-,-,-,s,-,u,-,-,-,r,-,-,-,-,e,-,-
kese1237,-,-,-,S,-,i,-,-,-,r,-,-,-,-,e,-,-
izum1237,-,-,-,b,-,u,-,-,-,r,o,-,-,-,e,-,-
hach1239,-,-,-,S,-,i,-,-,-,r,o,-,k,y,a,-,-
saga1265,-,-,-,S,-,i,-,-,-,r,o,-,k,-,a,-,-
nort2935,-,-,-,S,-,i,-,-,-,r,-,-,-,-,e,-,-
oldj1239,-,-,-,S,-,i,-,-,-,r,o,e,S,-,i,-,-
